"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1982-10-05","Calgary Flames","5","Edmonton Oilers","7","","","",""
"2","1982-10-05","Pittsburgh Penguins","3","New Jersey Devils","3","","","",""
"3","1982-10-05","New York Islanders","1","Vancouver Canucks","2","","","",""
"4","1982-10-06","Quebec Nordiques","6","Buffalo Sabres","4","","","",""
"5","1982-10-06","Toronto Maple Leafs","3","Chicago Black Hawks","3","","","",""
"6","1982-10-06","St. Louis Blues","2","Detroit Red Wings","1","","","",""
"7","1982-10-06","Vancouver Canucks","3","Los Angeles Kings","3","","","",""
"8","1982-10-06","Hartford Whalers","1","Montreal Canadiens","2","","","",""
"9","1982-10-06","Washington Capitals","5","New York Rangers","4","","","",""
"10","1982-10-06","Minnesota North Stars","5","Winnipeg Jets","4","","","",""
"11","1982-10-07","Montreal Canadiens","5","Boston Bruins","1","","","",""
"12","1982-10-07","New York Islanders","5","Calgary Flames","4","","","",""
"13","1982-10-07","Quebec Nordiques","5","Philadelphia Flyers","9","","","",""
"14","1982-10-07","Toronto Maple Leafs","2","St. Louis Blues","3","","","",""
"15","1982-10-08","New York Islanders","6","Edmonton Oilers","4","","","",""
"16","1982-10-08","Detroit Red Wings","3","Minnesota North Stars","3","","","",""
"17","1982-10-08","New York Rangers","2","New Jersey Devils","3","","","",""
"18","1982-10-09","Winnipeg Jets","8","Detroit Red Wings","0","","","",""
"19","1982-10-09","Boston Bruins","5","Hartford Whalers","4","","","",""
"20","1982-10-09","Calgary Flames","1","Los Angeles Kings","3","","","",""
"21","1982-10-09","Chicago Black Hawks","8","Montreal Canadiens","7","","","",""
"22","1982-10-09","New York Rangers","5","Pittsburgh Penguins","3","","","",""
"23","1982-10-09","Buffalo Sabres","4","Quebec Nordiques","6","","","",""
"24","1982-10-09","Minnesota North Stars","6","St. Louis Blues","3","","","",""
"25","1982-10-09","New Jersey Devils","5","Toronto Maple Leafs","5","","","",""
"26","1982-10-09","Edmonton Oilers","6","Vancouver Canucks","3","","","",""
"27","1982-10-09","Philadelphia Flyers","3","Washington Capitals","2","","","",""
"28","1982-10-10","Pittsburgh Penguins","3","Boston Bruins","4","","","",""
"29","1982-10-10","Hartford Whalers","4","Buffalo Sabres","4","","","",""
"30","1982-10-10","Winnipeg Jets","5","Chicago Black Hawks","3","","","",""
"31","1982-10-10","Washington Capitals","4","Philadelphia Flyers","6","","","",""
"32","1982-10-11","New York Islanders","4","New York Rangers","3","","","",""
"33","1982-10-11","Montreal Canadiens","4","Quebec Nordiques","3","","","",""
"34","1982-10-12","Edmonton Oilers","4","Calgary Flames","9","","","",""
"35","1982-10-12","Boston Bruins","2","New Jersey Devils","2","","","",""
"36","1982-10-12","Vancouver Canucks","4","Pittsburgh Penguins","5","","","",""
"37","1982-10-12","Los Angeles Kings","5","Winnipeg Jets","3","","","",""
"38","1982-10-13","St. Louis Blues","4","Chicago Black Hawks","6","","","",""
"39","1982-10-13","Philadelphia Flyers","2","New York Rangers","5","","","",""
"40","1982-10-13","Washington Capitals","5","Toronto Maple Leafs","3","","","",""
"41","1982-10-14","Vancouver Canucks","1","Boston Bruins","2","","","",""
"42","1982-10-14","Detroit Red Wings","4","Calgary Flames","6","","","",""
"43","1982-10-14","Edmonton Oilers","4","Hartford Whalers","4","","","",""
"44","1982-10-14","Toronto Maple Leafs","2","Minnesota North Stars","6","","","",""
"45","1982-10-14","Montreal Canadiens","5","New Jersey Devils","3","","","",""
"46","1982-10-14","Pittsburgh Penguins","0","New York Islanders","9","","","",""
"47","1982-10-14","Buffalo Sabres","2","Philadelphia Flyers","4","","","",""
"48","1982-10-14","Los Angeles Kings","4","Quebec Nordiques","4","","","",""
"49","1982-10-14","Winnipeg Jets","5","St. Louis Blues","2","","","",""
"50","1982-10-16","Edmonton Oilers","6","Boston Bruins","6","","","",""
"51","1982-10-16","Vancouver Canucks","5","Hartford Whalers","6","","","",""
"52","1982-10-16","Calgary Flames","4","Minnesota North Stars","8","","","",""
"53","1982-10-16","New York Rangers","2","Montreal Canadiens","8","","","",""
"54","1982-10-16","Los Angeles Kings","1","New York Islanders","4","","","",""
"55","1982-10-16","New Jersey Devils","6","Pittsburgh Penguins","5","","","",""
"56","1982-10-16","Philadelphia Flyers","4","Quebec Nordiques","3","","","",""
"57","1982-10-16","Detroit Red Wings","0","St. Louis Blues","6","","","",""
"58","1982-10-16","Chicago Black Hawks","3","Toronto Maple Leafs","2","","","",""
"59","1982-10-16","Buffalo Sabres","9","Washington Capitals","2","","","",""
"60","1982-10-17","Edmonton Oilers","4","Buffalo Sabres","6","","","",""
"61","1982-10-17","Detroit Red Wings","4","Chicago Black Hawks","6","","","",""
"62","1982-10-17","Los Angeles Kings","5","New York Rangers","3","","","",""
"63","1982-10-17","Calgary Flames","5","Winnipeg Jets","5","","","",""
"64","1982-10-18","St. Louis Blues","3","Minnesota North Stars","4","","","",""
"65","1982-10-18","Philadelphia Flyers","1","New Jersey Devils","3","","","",""
"66","1982-10-19","Boston Bruins","3","Calgary Flames","1","","","",""
"67","1982-10-19","Vancouver Canucks","4","New York Islanders","5","","","",""
"68","1982-10-20","Buffalo Sabres","0","Chicago Black Hawks","4","","","",""
"69","1982-10-20","Quebec Nordiques","5","Detroit Red Wings","3","","","",""
"70","1982-10-20","Hartford Whalers","2","Edmonton Oilers","4","","","",""
"71","1982-10-20","New Jersey Devils","4","Los Angeles Kings","7","","","",""
"72","1982-10-20","Vancouver Canucks","5","New York Rangers","6","","","",""
"73","1982-10-20","St. Louis Blues","5","Pittsburgh Penguins","3","","","",""
"74","1982-10-20","Minnesota North Stars","2","Toronto Maple Leafs","5","","","",""
"75","1982-10-20","Montreal Canadiens","3","Washington Capitals","3","","","",""
"76","1982-10-21","Hartford Whalers","3","Calgary Flames","10","","","",""
"77","1982-10-21","Boston Bruins","5","Edmonton Oilers","3","","","",""
"78","1982-10-21","Washington Capitals","3","New York Islanders","6","","","",""
"79","1982-10-21","Montreal Canadiens","2","Philadelphia Flyers","1","","","",""
"80","1982-10-21","Pittsburgh Penguins","4","Quebec Nordiques","8","","","",""
"81","1982-10-22","New Jersey Devils","1","Winnipeg Jets","3","","","",""
"82","1982-10-23","Buffalo Sabres","2","Detroit Red Wings","6","","","",""
"83","1982-10-23","Hartford Whalers","5","Los Angeles Kings","3","","","",""
"84","1982-10-23","Quebec Nordiques","5","Montreal Canadiens","9","","","",""
"85","1982-10-23","New York Rangers","2","New York Islanders","5","","","",""
"86","1982-10-23","Philadelphia Flyers","2","Pittsburgh Penguins","4","","","",""
"87","1982-10-23","Chicago Black Hawks","4","St. Louis Blues","5","","","",""
"88","1982-10-23","Calgary Flames","5","Toronto Maple Leafs","5","","","",""
"89","1982-10-23","Boston Bruins","2","Vancouver Canucks","3","","","",""
"90","1982-10-23","Minnesota North Stars","3","Washington Capitals","1","","","",""
"91","1982-10-24","St. Louis Blues","2","Buffalo Sabres","6","","","",""
"92","1982-10-24","New York Islanders","2","Chicago Black Hawks","4","","","",""
"93","1982-10-24","Boston Bruins","4","Los Angeles Kings","5","","","",""
"94","1982-10-24","Minnesota North Stars","2","New York Rangers","4","","","",""
"95","1982-10-24","Detroit Red Wings","4","Philadelphia Flyers","7","","","",""
"96","1982-10-24","Edmonton Oilers","5","Winnipeg Jets","9","","","",""
"97","1982-10-26","Buffalo Sabres","7","Montreal Canadiens","7","","","",""
"98","1982-10-26","Minnesota North Stars","5","New Jersey Devils","3","","","",""
"99","1982-10-26","Calgary Flames","2","New York Islanders","7","","","",""
"100","1982-10-26","Toronto Maple Leafs","4","Quebec Nordiques","9","","","",""
"101","1982-10-26","Hartford Whalers","1","Vancouver Canucks","8","","","",""
"102","1982-10-27","St. Louis Blues","4","Detroit Red Wings","5","","","",""
"103","1982-10-27","Chicago Black Hawks","4","Edmonton Oilers","4","","","",""
"104","1982-10-27","Calgary Flames","4","New York Rangers","7","","","",""
"105","1982-10-27","Washington Capitals","5","Pittsburgh Penguins","7","","","",""
"106","1982-10-27","Boston Bruins","1","Toronto Maple Leafs","4","","","",""
"107","1982-10-27","Los Angeles Kings","3","Winnipeg Jets","7","","","",""
"108","1982-10-28","Detroit Red Wings","3","Minnesota North Stars","7","","","",""
"109","1982-10-28","New York Islanders","4","New Jersey Devils","2","","","",""
"110","1982-10-28","Pittsburgh Penguins","2","Philadelphia Flyers","9","","","",""
"111","1982-10-29","Los Angeles Kings","3","Edmonton Oilers","6","","","",""
"112","1982-10-29","Chicago Black Hawks","2","Vancouver Canucks","2","","","",""
"113","1982-10-30","Detroit Red Wings","4","Hartford Whalers","2","","","",""
"114","1982-10-30","Chicago Black Hawks","5","Los Angeles Kings","5","","","",""
"115","1982-10-30","Philadelphia Flyers","2","Minnesota North Stars","3","","","",""
"116","1982-10-30","Boston Bruins","4","Montreal Canadiens","4","","","",""
"117","1982-10-30","New Jersey Devils","5","New York Islanders","8","","","",""
"118","1982-10-30","Calgary Flames","4","Pittsburgh Penguins","1","","","",""
"119","1982-10-30","New York Rangers","4","Quebec Nordiques","5","","","",""
"120","1982-10-30","Washington Capitals","6","St. Louis Blues","5","","","",""
"121","1982-10-30","Buffalo Sabres","3","Toronto Maple Leafs","3","","","",""
"122","1982-10-31","Montreal Canadiens","1","Buffalo Sabres","3","","","",""
"123","1982-10-31","Vancouver Canucks","3","Edmonton Oilers","2","","","",""
"124","1982-10-31","Pittsburgh Penguins","2","New York Rangers","6","","","",""
"125","1982-10-31","Philadelphia Flyers","3","Winnipeg Jets","2","","","",""
"126","1982-11-01","Calgary Flames","6","New Jersey Devils","3","","","",""
"127","1982-11-02","Minnesota North Stars","7","Hartford Whalers","6","","","",""
"128","1982-11-02","New Jersey Devils","4","Montreal Canadiens","5","","","",""
"129","1982-11-02","Pittsburgh Penguins","3","New York Islanders","1","","","",""
"130","1982-11-02","Vancouver Canucks","5","Quebec Nordiques","2","","","",""
"131","1982-11-02","Detroit Red Wings","2","St. Louis Blues","4","","","",""
"132","1982-11-03","Boston Bruins","3","Buffalo Sabres","2","","","",""
"133","1982-11-03","Washington Capitals","3","Chicago Black Hawks","3","","","",""
"134","1982-11-03","New York Islanders","3","Detroit Red Wings","3","","","",""
"135","1982-11-03","Winnipeg Jets","2","Edmonton Oilers","7","","","",""
"136","1982-11-03","Toronto Maple Leafs","2","Los Angeles Kings","6","","","",""
