"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1978-10-13","Winnipeg Jets","5","Birmingham Bulls","4","OT","","",""
"2","1978-10-13","Cincinnati Stingers","2","Edmonton Oilers","3","","","",""
"3","1978-10-14","Winnipeg Jets","6","Indianapolis Racers","3","","","",""
"4","1978-10-15","Birmingham Bulls","9","Indianapolis Racers","3","","","",""
"5","1978-10-15","New England Whalers","6","Quebec Nordiques","5","","","",""
"6","1978-10-15","Cincinnati Stingers","4","Winnipeg Jets","3","","","",""
"7","1978-10-17","New England Whalers","2","Edmonton Oilers","1","","","",""
"8","1978-10-17","Cincinnati Stingers","5","Quebec Nordiques","5","","","",""
"9","1978-10-18","Indianapolis Racers","4","Quebec Nordiques","0","","","",""
"10","1978-10-18","New England Whalers","4","Winnipeg Jets","4","","","",""
"11","1978-10-20","Birmingham Bulls","2","Cincinnati Stingers","5","","","",""
"12","1978-10-20","Edmonton Oilers","4","Indianapolis Racers","3","","","",""
"13","1978-10-21","Edmonton Oilers","3","Cincinnati Stingers","4","","","",""
"14","1978-10-21","Quebec Nordiques","1","New England Whalers","7","","","",""
"15","1978-10-22","New England Whalers","6","Indianapolis Racers","3","","","",""
"16","1978-10-22","Birmingham Bulls","8","Quebec Nordiques","5","","","",""
"17","1978-10-22","Edmonton Oilers","6","Winnipeg Jets","2","","","",""
"18","1978-10-24","New England Whalers","2","Cincinnati Stingers","1","","","",""
"19","1978-10-24","Birmingham Bulls","3","Edmonton Oilers","2","","","",""
"20","1978-10-25","Cincinnati Stingers","3","Quebec Nordiques","4","","","",""
"21","1978-10-25","Birmingham Bulls","2","Winnipeg Jets","7","","","",""
"22","1978-10-26","New England Whalers","5","Quebec Nordiques","8","","","",""
"23","1978-10-27","Indianapolis Racers","2","Birmingham Bulls","4","","","",""
"24","1978-10-27","Winnipeg Jets","6","New England Whalers","4","","","",""
"25","1978-10-28","Quebec Nordiques","3","Cincinnati Stingers","4","","","",""
"26","1978-10-28","Winnipeg Jets","2","Indianapolis Racers","3","","","",""
"27","1978-10-29","Quebec Nordiques","6","Edmonton Oilers","2","","","",""
"28","1978-10-29","Cincinnati Stingers","7","New England Whalers","4","","","",""
"29","1978-10-29","Indianapolis Racers","3","Winnipeg Jets","3","","","",""
"30","1978-10-31","Quebec Nordiques","5","Edmonton Oilers","4","","","",""
"31","1978-11-01","Birmingham Bulls","4","Cincinnati Stingers","3","OT","","",""
"32","1978-11-03","Quebec Nordiques","3","Birmingham Bulls","2","","","",""
"33","1978-11-03","Winnipeg Jets","3","Edmonton Oilers","4","OT","","",""
"34","1978-11-03","Indianapolis Racers","3","New England Whalers","6","","","",""
"35","1978-11-04","Quebec Nordiques","4","Birmingham Bulls","1","","","",""
"36","1978-11-04","New England Whalers","6","Indianapolis Racers","6","","","",""
"37","1978-11-05","New England Whalers","4","Cincinnati Stingers","5","","","",""
"38","1978-11-05","Edmonton Oilers","0","Quebec Nordiques","2","","","",""
"39","1978-11-05","Indianapolis Racers","2","Winnipeg Jets","6","","","",""
"40","1978-11-07","Winnipeg Jets","2","Quebec Nordiques","1","","","",""
"41","1978-11-08","Indianapolis Racers","0","Cincinnati Stingers","4","","","",""
"42","1978-11-08","Edmonton Oilers","6","Quebec Nordiques","5","","","",""
"43","1978-11-09","Winnipeg Jets","5","Birmingham Bulls","6","","","",""
"44","1978-11-09","Edmonton Oilers","1","New England Whalers","6","","","",""
"45","1978-11-10","Winnipeg Jets","2","Cincinnati Stingers","3","","","",""
"46","1978-11-11","Edmonton Oilers","5","Birmingham Bulls","3","","","",""
"47","1978-11-11","Cincinnati Stingers","1","New England Whalers","2","","","",""
"48","1978-11-11","Indianapolis Racers","2","Quebec Nordiques","8","","","",""
"49","1978-11-12","Edmonton Oilers","3","Cincinnati Stingers","5","","","",""
"50","1978-11-12","Quebec Nordiques","6","Winnipeg Jets","4","","","",""
"51","1978-11-14","New England Whalers","5","Birmingham Bulls","5","","","",""
"52","1978-11-15","New England Whalers","4","Cincinnati Stingers","4","","","",""
"53","1978-11-15","Winnipeg Jets","2","Quebec Nordiques","5","","","",""
"54","1978-11-17","New England Whalers","1","Birmingham Bulls","7","","","",""
"55","1978-11-17","Indianapolis Racers","1","Edmonton Oilers","6","","","",""
"56","1978-11-17","Cincinnati Stingers","6","Winnipeg Jets","10","","","",""
"57","1978-11-18","Birmingham Bulls","3","New England Whalers","2","","","",""
"58","1978-11-19","Cincinnati Stingers","3","Edmonton Oilers","6","","","",""
"59","1978-11-19","Indianapolis Racers","2","Winnipeg Jets","5","","","",""
"60","1978-11-21","Quebec Nordiques","1","Edmonton Oilers","4","","","",""
"61","1978-11-22","Birmingham Bulls","5","Cincinnati Stingers","6","OT","","",""
"62","1978-11-22","Winnipeg Jets","2","New England Whalers","5","","","",""
"63","1978-11-23","Cincinnati Stingers","4","Birmingham Bulls","3","","","",""
"64","1978-11-23","Winnipeg Jets","5","Indianapolis Racers","1","","","",""
"65","1978-11-24","Indianapolis Racers","5","Cincinnati Stingers","8","","","",""
"66","1978-11-24","Quebec Nordiques","3","Edmonton Oilers","4","OT","","",""
"67","1978-11-25","Cincinnati Stingers","3","Indianapolis Racers","6","","","",""
"68","1978-11-25","Birmingham Bulls","2","New England Whalers","5","","","",""
"69","1978-11-26","Birmingham Bulls","3","New England Whalers","9","","","",""
"70","1978-11-26","Winnipeg Jets","2","Quebec Nordiques","2","","","",""
"71","1978-11-28","Indianapolis Racers","2","Edmonton Oilers","8","","","",""
"72","1978-11-29","Birmingham Bulls","4","Quebec Nordiques","7","","","",""
"73","1978-11-29","New England Whalers","2","Winnipeg Jets","4","","","",""
"74","1978-12-01","New England Whalers","2","Edmonton Oilers","8","","","",""
"75","1978-12-01","Birmingham Bulls","3","Indianapolis Racers","6","","","",""
