"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1937-11-04","New York Americans","3","Chicago Black Hawks","0","","","",""
"2","1937-11-04","Detroit Red Wings","2","Toronto Maple Leafs","2","OT","","",""
"3","1937-11-06","Boston Bruins","4","Montreal Maroons","2","","","",""
"4","1937-11-06","New York Americans","3","Toronto Maple Leafs","6","","","",""
"5","1937-11-07","New York Rangers","3","Detroit Red Wings","0","","","",""
"6","1937-11-09","Chicago Black Hawks","2","Montreal Canadiens","2","OT","","",""
"7","1937-11-11","Montreal Canadiens","0","Montreal Maroons","3","","","",""
"8","1937-11-11","Chicago Black Hawks","3","New York Rangers","1","","","",""
"9","1937-11-13","Detroit Red Wings","2","Montreal Canadiens","5","","","",""
"10","1937-11-13","Chicago Black Hawks","3","Toronto Maple Leafs","7","","","",""
"11","1937-11-14","New York Rangers","2","Boston Bruins","3","","","",""
"12","1937-11-14","Toronto Maple Leafs","3","Chicago Black Hawks","3","OT","","",""
"13","1937-11-14","Montreal Canadiens","1","Detroit Red Wings","2","","","",""
"14","1937-11-14","Montreal Maroons","0","New York Americans","2","","","",""
"15","1937-11-16","Montreal Maroons","0","Boston Bruins","1","","","",""
"16","1937-11-16","New York Americans","0","New York Rangers","1","","","",""
"17","1937-11-18","Detroit Red Wings","1","Chicago Black Hawks","3","","","",""
"18","1937-11-18","Toronto Maple Leafs","6","Montreal Canadiens","6","OT","","",""
"19","1937-11-18","Boston Bruins","2","New York Americans","1","","","",""
"20","1937-11-20","New York Rangers","3","Montreal Maroons","0","","","",""
"21","1937-11-20","Boston Bruins","3","Toronto Maple Leafs","2","","","",""
"22","1937-11-21","Boston Bruins","2","Chicago Black Hawks","1","","","",""
"23","1937-11-21","Toronto Maple Leafs","5","Detroit Red Wings","0","","","",""
"24","1937-11-21","Montreal Maroons","3","New York Rangers","3","OT","","",""
"25","1937-11-23","Montreal Canadiens","1","Boston Bruins","1","OT","","",""
"26","1937-11-23","Toronto Maple Leafs","1","Montreal Maroons","2","","","",""
"27","1937-11-23","Detroit Red Wings","1","New York Americans","3","","","",""
"28","1937-11-25","Chicago Black Hawks","1","Detroit Red Wings","4","","","",""
"29","1937-11-25","Toronto Maple Leafs","3","New York Rangers","1","","","",""
"30","1937-11-27","New York Rangers","1","Montreal Canadiens","2","","","",""
"31","1937-11-27","Chicago Black Hawks","0","New York Americans","4","","","",""
"32","1937-11-27","Montreal Maroons","0","Toronto Maple Leafs","4","","","",""
"33","1937-11-28","New York Americans","3","Boston Bruins","3","OT","","",""
"34","1937-11-28","Montreal Maroons","3","Detroit Red Wings","1","","","",""
"35","1937-11-30","Chicago Black Hawks","0","Montreal Maroons","1","","","",""
"36","1937-12-02","New York Rangers","1","Chicago Black Hawks","2","","","",""
"37","1937-12-02","Boston Bruins","0","Montreal Canadiens","2","","","",""
"38","1937-12-04","New York Americans","3","Montreal Maroons","1","","","",""
"39","1937-12-04","Montreal Canadiens","3","Toronto Maple Leafs","3","OT","","",""
"40","1937-12-05","Montreal Canadiens","3","Chicago Black Hawks","2","","","",""
"41","1937-12-05","New York Americans","2","Detroit Red Wings","1","","","",""
"42","1937-12-05","Boston Bruins","0","New York Rangers","4","","","",""
"43","1937-12-07","Detroit Red Wings","3","Boston Bruins","2","","","",""
"44","1937-12-07","Montreal Maroons","1","Montreal Canadiens","5","","","",""
"45","1937-12-09","Detroit Red Wings","2","Montreal Maroons","5","","","",""
"46","1937-12-11","New York Americans","3","Montreal Canadiens","4","OT","","",""
"47","1937-12-11","New York Rangers","6","Toronto Maple Leafs","3","","","",""
"48","1937-12-12","Montreal Maroons","2","Chicago Black Hawks","3","","","",""
"49","1937-12-12","New York Rangers","5","Detroit Red Wings","2","","","",""
"50","1937-12-12","Montreal Canadiens","4","New York Americans","4","OT","","",""
"51","1937-12-14","Toronto Maple Leafs","1","Boston Bruins","3","","","",""
"52","1937-12-14","Montreal Canadiens","2","Montreal Maroons","3","OT","","",""
"53","1937-12-14","Detroit Red Wings","1","New York Rangers","3","","","",""
"54","1937-12-16","Detroit Red Wings","1","Chicago Black Hawks","3","","","",""
"55","1937-12-16","Toronto Maple Leafs","4","Montreal Canadiens","2","","","",""
"56","1937-12-16","New York Rangers","2","New York Americans","0","","","",""
"57","1937-12-18","Boston Bruins","3","Montreal Maroons","1","","","",""
"58","1937-12-18","New York Americans","2","Toronto Maple Leafs","3","","","",""
"59","1937-12-19","New York Americans","1","Chicago Black Hawks","0","","","",""
"60","1937-12-19","Boston Bruins","4","Detroit Red Wings","2","","","",""
"61","1937-12-19","Montreal Canadiens","2","New York Rangers","2","OT","","",""
"62","1937-12-21","Chicago Black Hawks","1","Boston Bruins","2","","","",""
"63","1937-12-23","New York Rangers","4","Montreal Maroons","0","","","",""
"64","1937-12-25","Montreal Maroons","0","Montreal Canadiens","2","","","",""
"65","1937-12-25","Boston Bruins","1","New York Americans","0","","","",""
"66","1937-12-25","Detroit Red Wings","1","Toronto Maple Leafs","1","OT","","",""
"67","1937-12-26","New York Americans","3","Boston Bruins","1","","","",""
"68","1937-12-26","Toronto Maple Leafs","3","Detroit Red Wings","1","","","",""
"69","1937-12-26","Chicago Black Hawks","3","New York Rangers","1","","","",""
"70","1937-12-28","New York Rangers","2","Boston Bruins","3","","","",""
"71","1937-12-28","Toronto Maple Leafs","3","New York Americans","0","","","",""
"72","1937-12-30","Chicago Black Hawks","2","Detroit Red Wings","2","OT","","",""
"73","1937-12-31","Boston Bruins","3","New York Rangers","5","","","",""
"74","1938-01-01","New York Americans","3","Montreal Maroons","1","","","",""
"75","1938-01-01","Montreal Canadiens","4","Toronto Maple Leafs","6","","","",""
"76","1938-01-02","Montreal Canadiens","4","Chicago Black Hawks","2","","","",""
"77","1938-01-02","Boston Bruins","4","Detroit Red Wings","1","","","",""
"78","1938-01-02","Montreal Maroons","1","New York Americans","2","","","",""
"79","1938-01-04","Toronto Maple Leafs","3","Boston Bruins","6","","","",""
"80","1938-01-04","Detroit Red Wings","3","Montreal Canadiens","0","","","",""
"81","1938-01-04","New York Americans","5","New York Rangers","5","OT","","",""
"82","1938-01-06","New York Rangers","4","Chicago Black Hawks","1","","","",""
"83","1938-01-06","Toronto Maple Leafs","3","Montreal Maroons","6","","","",""
"84","1938-01-06","Detroit Red Wings","1","New York Americans","1","OT","","",""
