"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1993-04-18","Buffalo Sabres","5","Boston Bruins","4","OT","","",""
"2","1993-04-18","Los Angeles Kings","6","Calgary Flames","3","","","",""
"3","1993-04-18","St. Louis Blues","4","Chicago Blackhawks","3","","","",""
"4","1993-04-18","New Jersey Devils","3","Pittsburgh Penguins","6","","","",""
"5","1993-04-18","Montreal Canadiens","2","Quebec Nordiques","3","OT","","",""
"6","1993-04-18","New York Islanders","1","Washington Capitals","3","","","",""
"7","1993-04-19","Toronto Maple Leafs","3","Detroit Red Wings","6","","","",""
"8","1993-04-19","Winnipeg Jets","2","Vancouver Canucks","4","","","",""
"9","1993-04-20","Buffalo Sabres","4","Boston Bruins","0","","","",""
"10","1993-04-20","New Jersey Devils","0","Pittsburgh Penguins","7","","","",""
"11","1993-04-20","Montreal Canadiens","1","Quebec Nordiques","4","","","",""
"12","1993-04-20","New York Islanders","5","Washington Capitals","4","2OT","","",""
"13","1993-04-21","Los Angeles Kings","4","Calgary Flames","9","","","",""
"14","1993-04-21","St. Louis Blues","2","Chicago Blackhawks","0","","","",""
"15","1993-04-21","Toronto Maple Leafs","2","Detroit Red Wings","6","","","",""
"16","1993-04-21","Winnipeg Jets","2","Vancouver Canucks","3","","","",""
"17","1993-04-22","Boston Bruins","3","Buffalo Sabres","4","OT","","",""
"18","1993-04-22","Quebec Nordiques","1","Montreal Canadiens","2","OT","","",""
"19","1993-04-22","Pittsburgh Penguins","4","New Jersey Devils","3","","","",""
"20","1993-04-22","Washington Capitals","3","New York Islanders","4","OT","","",""
"21","1993-04-23","Calgary Flames","5","Los Angeles Kings","2","","","",""
"22","1993-04-23","Chicago Blackhawks","0","St. Louis Blues","3","","","",""
"23","1993-04-23","Detroit Red Wings","2","Toronto Maple Leafs","4","","","",""
"24","1993-04-23","Vancouver Canucks","4","Winnipeg Jets","5","","","",""
"25","1993-04-24","Boston Bruins","5","Buffalo Sabres","6","OT","","",""
"26","1993-04-24","Quebec Nordiques","2","Montreal Canadiens","3","","","",""
"27","1993-04-24","Washington Capitals","3","New York Islanders","4","2OT","","",""
"28","1993-04-25","Calgary Flames","1","Los Angeles Kings","3","","","",""
"29","1993-04-25","Pittsburgh Penguins","1","New Jersey Devils","4","","","",""
"30","1993-04-25","Chicago Blackhawks","3","St. Louis Blues","4","OT","","",""
"31","1993-04-25","Detroit Red Wings","2","Toronto Maple Leafs","3","","","",""
"32","1993-04-25","Vancouver Canucks","3","Winnipeg Jets","1","","","",""
"33","1993-04-26","New Jersey Devils","3","Pittsburgh Penguins","5","","","",""
"34","1993-04-26","Montreal Canadiens","5","Quebec Nordiques","4","OT","","",""
"35","1993-04-26","New York Islanders","4","Washington Capitals","6","","","",""
"36","1993-04-27","Los Angeles Kings","9","Calgary Flames","4","","","",""
"37","1993-04-27","Toronto Maple Leafs","5","Detroit Red Wings","4","OT","","",""
"38","1993-04-27","Winnipeg Jets","4","Vancouver Canucks","3","OT","","",""
"39","1993-04-28","Quebec Nordiques","2","Montreal Canadiens","6","","","",""
"40","1993-04-28","Washington Capitals","3","New York Islanders","5","","","",""
"41","1993-04-29","Calgary Flames","6","Los Angeles Kings","9","","","",""
"42","1993-04-29","Detroit Red Wings","7","Toronto Maple Leafs","3","","","",""
"43","1993-04-29","Vancouver Canucks","4","Winnipeg Jets","3","OT","","",""
"44","1993-05-01","Toronto Maple Leafs","4","Detroit Red Wings","3","OT","","",""
"45","1993-05-02","Buffalo Sabres","3","Montreal Canadiens","4","","","",""
"46","1993-05-02","New York Islanders","3","Pittsburgh Penguins","2","","","",""
"47","1993-05-02","Los Angeles Kings","2","Vancouver Canucks","5","","","",""
"48","1993-05-03","St. Louis Blues","1","Toronto Maple Leafs","2","2OT","","",""
"49","1993-05-04","Buffalo Sabres","3","Montreal Canadiens","4","OT","","",""
"50","1993-05-04","New York Islanders","0","Pittsburgh Penguins","3","","","",""
"51","1993-05-05","St. Louis Blues","2","Toronto Maple Leafs","1","2OT","","",""
"52","1993-05-05","Los Angeles Kings","6","Vancouver Canucks","3","","","",""
"53","1993-05-06","Montreal Canadiens","4","Buffalo Sabres","3","OT","","",""
"54","1993-05-06","Pittsburgh Penguins","3","New York Islanders","1","","","",""
"55","1993-05-07","Vancouver Canucks","4","Los Angeles Kings","7","","","",""
"56","1993-05-07","Toronto Maple Leafs","3","St. Louis Blues","4","","","",""
"57","1993-05-08","Montreal Canadiens","4","Buffalo Sabres","3","OT","","",""
"58","1993-05-08","Pittsburgh Penguins","5","New York Islanders","6","","","",""
"59","1993-05-09","Vancouver Canucks","7","Los Angeles Kings","2","","","",""
"60","1993-05-09","Toronto Maple Leafs","4","St. Louis Blues","1","","","",""
"61","1993-05-10","New York Islanders","3","Pittsburgh Penguins","6","","","",""
"62","1993-05-11","St. Louis Blues","1","Toronto Maple Leafs","5","","","",""
"63","1993-05-11","Los Angeles Kings","4","Vancouver Canucks","3","2OT","","",""
"64","1993-05-12","Pittsburgh Penguins","5","New York Islanders","7","","","",""
"65","1993-05-13","Vancouver Canucks","3","Los Angeles Kings","5","","","",""
"66","1993-05-13","Toronto Maple Leafs","1","St. Louis Blues","2","","","",""
"67","1993-05-14","New York Islanders","4","Pittsburgh Penguins","3","OT","","",""
"68","1993-05-15","St. Louis Blues","0","Toronto Maple Leafs","6","","","",""
"69","1993-05-16","New York Islanders","1","Montreal Canadiens","4","","","",""
"70","1993-05-17","Los Angeles Kings","1","Toronto Maple Leafs","4","","","",""
"71","1993-05-18","New York Islanders","3","Montreal Canadiens","4","2OT","","",""
"72","1993-05-19","Los Angeles Kings","3","Toronto Maple Leafs","2","","","",""
"73","1993-05-20","Montreal Canadiens","2","New York Islanders","1","OT","","",""
"74","1993-05-21","Toronto Maple Leafs","2","Los Angeles Kings","4","","","",""
"75","1993-05-22","Montreal Canadiens","1","New York Islanders","4","","","",""
"76","1993-05-23","Toronto Maple Leafs","4","Los Angeles Kings","2","","","",""
