"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1970-04-08","New York Rangers","2","Boston Bruins","8","","","",""
"2","1970-04-08","Detroit Red Wings","2","Chicago Black Hawks","4","","","",""
"3","1970-04-08","Oakland Seals","1","Pittsburgh Penguins","2","","","",""
"4","1970-04-08","Minnesota North Stars","2","St. Louis Blues","6","","","",""
"5","1970-04-09","New York Rangers","3","Boston Bruins","5","","","",""
"6","1970-04-09","Detroit Red Wings","2","Chicago Black Hawks","4","","","",""
"7","1970-04-09","Oakland Seals","1","Pittsburgh Penguins","3","","","",""
"8","1970-04-09","Minnesota North Stars","1","St. Louis Blues","2","","","",""
"9","1970-04-11","Chicago Black Hawks","4","Detroit Red Wings","2","","","",""
"10","1970-04-11","St. Louis Blues","2","Minnesota North Stars","4","","","",""
"11","1970-04-11","Boston Bruins","3","New York Rangers","4","","","",""
"12","1970-04-11","Pittsburgh Penguins","5","Oakland Seals","2","","","",""
"13","1970-04-12","Chicago Black Hawks","4","Detroit Red Wings","2","","","",""
"14","1970-04-12","St. Louis Blues","0","Minnesota North Stars","4","","","",""
"15","1970-04-12","Boston Bruins","2","New York Rangers","4","","","",""
"16","1970-04-12","Pittsburgh Penguins","3","Oakland Seals","2","OT","","",""
"17","1970-04-14","New York Rangers","2","Boston Bruins","3","","","",""
"18","1970-04-14","Minnesota North Stars","3","St. Louis Blues","6","","","",""
"19","1970-04-16","St. Louis Blues","4","Minnesota North Stars","2","","","",""
"20","1970-04-16","Boston Bruins","4","New York Rangers","1","","","",""
"21","1970-04-19","Boston Bruins","6","Chicago Black Hawks","3","","","",""
"22","1970-04-19","Pittsburgh Penguins","1","St. Louis Blues","3","","","",""
"23","1970-04-21","Boston Bruins","4","Chicago Black Hawks","1","","","",""
"24","1970-04-21","Pittsburgh Penguins","1","St. Louis Blues","4","","","",""
"25","1970-04-23","Chicago Black Hawks","2","Boston Bruins","5","","","",""
"26","1970-04-23","St. Louis Blues","2","Pittsburgh Penguins","3","","","",""
"27","1970-04-26","Chicago Black Hawks","4","Boston Bruins","5","","","",""
"28","1970-04-26","St. Louis Blues","1","Pittsburgh Penguins","2","","","",""
"29","1970-04-28","Pittsburgh Penguins","0","St. Louis Blues","5","","","",""
"30","1970-04-30","St. Louis Blues","4","Pittsburgh Penguins","3","","","",""
"31","1970-05-03","Boston Bruins","6","St. Louis Blues","1","","","",""
"32","1970-05-05","Boston Bruins","6","St. Louis Blues","2","","","",""
"33","1970-05-07","St. Louis Blues","1","Boston Bruins","4","","","",""
"34","1970-05-10","St. Louis Blues","3","Boston Bruins","4","OT","","",""
