"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1975-10-09","Winnipeg Jets","5","Quebec Nordiques","3","","","",""
"2","1975-10-10","Indianapolis Racers","7","Denver Spurs/Ottawa Civics","1","","","",""
"3","1975-10-10","Minnesota Fighting Saints","4","Edmonton Oilers","1","","","",""
"4","1975-10-10","San Diego Mariners","5","Phoenix Roadrunners","6","","","",""
"5","1975-10-11","Cincinnati Stingers","1","Cleveland Crusaders","0","","","",""
"6","1975-10-11","Houston Aeros","5","New England Whalers","0","","","",""
"7","1975-10-11","Toronto Toros","3","Quebec Nordiques","7","","","",""
"8","1975-10-11","Phoenix Roadrunners","4","San Diego Mariners","2","","","",""
"9","1975-10-12","Minnesota Fighting Saints","2","Calgary Cowboys","0","","","",""
"10","1975-10-12","Indianapolis Racers","5","Edmonton Oilers","6","","","",""
"11","1975-10-12","Winnipeg Jets","4","Phoenix Roadrunners","0","","","",""
"12","1975-10-14","Indianapolis Racers","3","Calgary Cowboys","5","","","",""
"13","1975-10-14","Edmonton Oilers","5","Quebec Nordiques","8","","","",""
"14","1975-10-14","Houston Aeros","3","Toronto Toros","6","","","",""
"15","1975-10-15","Cleveland Crusaders","8","Minnesota Fighting Saints","4","","","",""
"16","1975-10-15","Edmonton Oilers","4","New England Whalers","5","OT","","",""
"17","1975-10-16","Winnipeg Jets","7","Denver Spurs/Ottawa Civics","3","","","",""
"18","1975-10-16","Indianapolis Racers","0","San Diego Mariners","3","","","",""
"19","1975-10-17","Cincinnati Stingers","6","Calgary Cowboys","2","","","",""
"20","1975-10-17","Denver Spurs/Ottawa Civics","5","Phoenix Roadrunners","4","","","",""
"21","1975-10-17","Edmonton Oilers","4","Toronto Toros","4","","","",""
"22","1975-10-18","Denver Spurs/Ottawa Civics","6","Indianapolis Racers","4","","","",""
"23","1975-10-18","Edmonton Oilers","3","Minnesota Fighting Saints","1","","","",""
"24","1975-10-18","Toronto Toros","1","New England Whalers","3","","","",""
"25","1975-10-18","Houston Aeros","2","Quebec Nordiques","3","","","",""
"26","1975-10-18","Winnipeg Jets","1","San Diego Mariners","2","","","",""
"27","1975-10-19","Houston Aeros","6","Cleveland Crusaders","5","","","",""
"28","1975-10-19","Cincinnati Stingers","2","Edmonton Oilers","4","","","",""
"29","1975-10-19","Winnipeg Jets","5","Phoenix Roadrunners","6","","","",""
"30","1975-10-21","Minnesota Fighting Saints","2","Indianapolis Racers","1","","","",""
"31","1975-10-21","New England Whalers","1","Quebec Nordiques","6","","","",""
"32","1975-10-21","Cincinnati Stingers","0","Winnipeg Jets","7","","","",""
"33","1975-10-22","Denver Spurs/Ottawa Civics","2","Calgary Cowboys","1","","","",""
"34","1975-10-23","Edmonton Oilers","4","Cincinnati Stingers","6","","","",""
"35","1975-10-23","Houston Aeros","0","Indianapolis Racers","4","","","",""
"36","1975-10-23","Minnesota Fighting Saints","4","San Diego Mariners","4","","","",""
"37","1975-10-24","Phoenix Roadrunners","4","Calgary Cowboys","3","","","",""
"38","1975-10-24","New England Whalers","5","Toronto Toros","4","","","",""
"39","1975-10-24","Denver Spurs/Ottawa Civics","2","Winnipeg Jets","5","","","",""
"40","1975-10-25","Edmonton Oilers","2","Cleveland Crusaders","5","","","",""
"41","1975-10-25","Houston Aeros","4","Cincinnati Stingers","7","","","",""
"42","1975-10-25","Toronto Toros","2","Quebec Nordiques","3","","","",""
"43","1975-10-25","Minnesota Fighting Saints","1","San Diego Mariners","6","","","",""
"44","1975-10-26","Edmonton Oilers","3","Indianapolis Racers","4","","","",""
"45","1975-10-26","Calgary Cowboys","1","New England Whalers","3","","","",""
"46","1975-10-26","Phoenix Roadrunners","0","Winnipeg Jets","5","","","",""
"47","1975-10-28","Phoenix Roadrunners","3","Edmonton Oilers","7","","","",""
"48","1975-10-28","Quebec Nordiques","4","Toronto Toros","6","","","",""
"49","1975-10-29","Calgary Cowboys","3","Cleveland Crusaders","1","","","",""
"50","1975-10-29","Cincinnati Stingers","6","Minnesota Fighting Saints","4","","","",""
"51","1975-10-29","Quebec Nordiques","2","New England Whalers","4","","","",""
"52","1975-10-30","Phoenix Roadrunners","3","Denver Spurs/Ottawa Civics","2","","","",""
"53","1975-10-30","Calgary Cowboys","7","Indianapolis Racers","5","","","",""
"54","1975-10-30","Houston Aeros","4","San Diego Mariners","2","","","",""
"55","1975-10-30","Cincinnati Stingers","0","Winnipeg Jets","4","","","",""
"56","1975-10-31","Quebec Nordiques","2","Cleveland Crusaders","6","","","",""
"57","1975-10-31","New England Whalers","2","Edmonton Oilers","2","","","",""
"58","1975-11-01","Calgary Cowboys","2","Cincinnati Stingers","3","","","",""
"59","1975-11-01","Houston Aeros","3","Denver Spurs/Ottawa Civics","2","","","",""
"60","1975-11-01","Quebec Nordiques","5","Indianapolis Racers","2","","","",""
"61","1975-11-01","Phoenix Roadrunners","2","Minnesota Fighting Saints","3","","","",""
"62","1975-11-02","New England Whalers","3","Calgary Cowboys","4","OT","","",""
"63","1975-11-02","Phoenix Roadrunners","2","Cleveland Crusaders","5","","","",""
"64","1975-11-02","San Diego Mariners","3","Edmonton Oilers","5","","","",""
"65","1975-11-02","Quebec Nordiques","1","Winnipeg Jets","0","","","",""
"66","1975-11-04","San Diego Mariners","4","Calgary Cowboys","4","","","",""
"67","1975-11-04","Cleveland Crusaders","2","Denver Spurs/Ottawa Civics","2","","","",""
"68","1975-11-04","Quebec Nordiques","4","Edmonton Oilers","3","","","",""
"69","1975-11-04","Toronto Toros","3","Indianapolis Racers","4","","","",""
"70","1975-11-04","New England Whalers","2","Winnipeg Jets","3","OT","","",""
"71","1975-11-05","Quebec Nordiques","2","Calgary Cowboys","4","","","",""
"72","1975-11-05","Minnesota Fighting Saints","4","Houston Aeros","6","","","",""
"73","1975-11-06","Quebec Nordiques","5","Denver Spurs/Ottawa Civics","3","","","",""
"74","1975-11-06","Cincinnati Stingers","3","New England Whalers","8","","","",""
"75","1975-11-07","Cleveland Crusaders","2","Calgary Cowboys","5","","","",""
"76","1975-11-07","San Diego Mariners","3","Denver Spurs/Ottawa Civics","2","OT","","",""
"77","1975-11-07","Toronto Toros","4","Edmonton Oilers","5","OT","","",""
"78","1975-11-07","Phoenix Roadrunners","3","Houston Aeros","5","","","",""
"79","1975-11-08","San Diego Mariners","4","Cincinnati Stingers","7","","","",""
"80","1975-11-08","Toronto Toros","3","Minnesota Fighting Saints","4","","","",""
"81","1975-11-08","Phoenix Roadrunners","3","New England Whalers","2","","","",""
"82","1975-11-08","Indianapolis Racers","2","Quebec Nordiques","3","OT","","",""
"83","1975-11-09","New England Whalers","2","Cincinnati Stingers","4","","","",""
"84","1975-11-09","Cleveland Crusaders","1","Edmonton Oilers","4","","","",""
"85","1975-11-09","Denver Spurs/Ottawa Civics","2","Houston Aeros","3","","","",""
"86","1975-11-09","Phoenix Roadrunners","3","Quebec Nordiques","7","","","",""
"87","1975-11-09","Toronto Toros","3","Winnipeg Jets","5","","","",""
"88","1975-11-11","Edmonton Oilers","3","Calgary Cowboys","6","","","",""
"89","1975-11-11","Toronto Toros","4","Houston Aeros","5","","","",""
"90","1975-11-11","Minnesota Fighting Saints","6","Quebec Nordiques","8","","","",""
"91","1975-11-11","Cleveland Crusaders","3","Winnipeg Jets","2","","","",""
"92","1975-11-12","Houston Aeros","1","New England Whalers","4","","","",""
"93","1975-11-13","Winnipeg Jets","4","Calgary Cowboys","2","","","",""
"94","1975-11-13","Toronto Toros","11","Denver Spurs/Ottawa Civics","8","","","",""
"95","1975-11-13","Cleveland Crusaders","1","San Diego Mariners","3","","","",""
"96","1975-11-14","Toronto Toros","2","Phoenix Roadrunners","2","","","",""
"97","1975-11-14","Edmonton Oilers","1","Winnipeg Jets","6","","","",""
"98","1975-11-15","Houston Aeros","5","Cincinnati Stingers","8","","","",""
"99","1975-11-15","Cleveland Crusaders","4","Denver Spurs/Ottawa Civics","5","OT","","",""
"100","1975-11-15","Indianapolis Racers","7","Minnesota Fighting Saints","9","","","",""
"101","1975-11-15","Quebec Nordiques","3","New England Whalers","1","","","",""
"102","1975-11-15","Toronto Toros","6","San Diego Mariners","4","","","",""
"103","1975-11-16","Houston Aeros","3","Calgary Cowboys","5","","","",""
"104","1975-11-16","Minnesota Fighting Saints","3","Cincinnati Stingers","2","","","",""
"105","1975-11-16","Cleveland Crusaders","4","Phoenix Roadrunners","4","","","",""
"106","1975-11-16","Indianapolis Racers","1","Winnipeg Jets","2","","","",""
"107","1975-11-17","San Diego Mariners","3","Edmonton Oilers","6","","","",""
"108","1975-11-17","Indianapolis Racers","6","Toronto Toros","2","","","",""
"109","1975-11-18","San Diego Mariners","6","Calgary Cowboys","2","","","",""
"110","1975-11-18","Edmonton Oilers","3","Denver Spurs/Ottawa Civics","6","","","",""
"111","1975-11-18","Cincinnati Stingers","4","Quebec Nordiques","6","","","",""
"112","1975-11-18","Houston Aeros","3","Winnipeg Jets","2","","","",""
"113","1975-11-19","Minnesota Fighting Saints","3","Cleveland Crusaders","4","OT","","",""
"114","1975-11-19","New England Whalers","1","Indianapolis Racers","3","","","",""
"115","1975-11-20","Minnesota Fighting Saints","2","New England Whalers","0","","","",""
"116","1975-11-20","Edmonton Oilers","1","Phoenix Roadrunners","3","","","",""
"117","1975-11-20","Winnipeg Jets","3","Quebec Nordiques","2","OT","","",""
"118","1975-11-20","Denver Spurs/Ottawa Civics","1","San Diego Mariners","5","","","",""
"119","1975-11-21","Calgary Cowboys","6","Denver Spurs/Ottawa Civics","2","","","",""
"120","1975-11-21","Edmonton Oilers","2","Houston Aeros","4","","","",""
"121","1975-11-21","Cincinnati Stingers","7","Toronto Toros","8","","","",""
"122","1975-11-22","Winnipeg Jets","3","Cleveland Crusaders","6","","","",""
"123","1975-11-22","Quebec Nordiques","9","Cincinnati Stingers","6","","","",""
"124","1975-11-22","Calgary Cowboys","6","Minnesota Fighting Saints","4","","","",""
"125","1975-11-22","Phoenix Roadrunners","5","New England Whalers","7","","","",""
