"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1991-04-03","Hartford Whalers","5","Boston Bruins","2","","","",""
"2","1991-04-03","Buffalo Sabres","5","Montreal Canadiens","7","","","",""
"3","1991-04-03","Washington Capitals","1","New York Rangers","2","","","",""
"4","1991-04-03","New Jersey Devils","3","Pittsburgh Penguins","1","","","",""
"5","1991-04-04","Edmonton Oilers","3","Calgary Flames","1","","","",""
"6","1991-04-04","Minnesota North Stars","4","Chicago Blackhawks","3","OT","","",""
"7","1991-04-04","Vancouver Canucks","6","Los Angeles Kings","5","","","",""
"8","1991-04-04","Detroit Red Wings","6","St. Louis Blues","3","","","",""
"9","1991-04-05","Hartford Whalers","3","Boston Bruins","4","","","",""
"10","1991-04-05","Buffalo Sabres","4","Montreal Canadiens","5","","","",""
"11","1991-04-05","Washington Capitals","3","New York Rangers","0","","","",""
"12","1991-04-05","New Jersey Devils","4","Pittsburgh Penguins","5","OT","","",""
"13","1991-04-06","Edmonton Oilers","1","Calgary Flames","3","","","",""
"14","1991-04-06","Minnesota North Stars","2","Chicago Blackhawks","5","","","",""
"15","1991-04-06","Vancouver Canucks","2","Los Angeles Kings","3","OT","","",""
"16","1991-04-06","Detroit Red Wings","2","St. Louis Blues","4","","","",""
"17","1991-04-07","Montreal Canadiens","4","Buffalo Sabres","5","","","",""
"18","1991-04-07","Boston Bruins","6","Hartford Whalers","3","","","",""
"19","1991-04-07","Pittsburgh Penguins","4","New Jersey Devils","3","","","",""
"20","1991-04-07","New York Rangers","6","Washington Capitals","0","","","",""
"21","1991-04-08","St. Louis Blues","2","Detroit Red Wings","5","","","",""
"22","1991-04-08","Calgary Flames","3","Edmonton Oilers","4","","","",""
"23","1991-04-08","Chicago Blackhawks","6","Minnesota North Stars","5","","","",""
"24","1991-04-08","Los Angeles Kings","1","Vancouver Canucks","2","OT","","",""
"25","1991-04-09","Montreal Canadiens","4","Buffalo Sabres","6","","","",""
"26","1991-04-09","Boston Bruins","3","Hartford Whalers","4","","","",""
"27","1991-04-09","Pittsburgh Penguins","1","New Jersey Devils","4","","","",""
"28","1991-04-09","New York Rangers","2","Washington Capitals","3","","","",""
"29","1991-04-10","St. Louis Blues","3","Detroit Red Wings","4","","","",""
"30","1991-04-10","Calgary Flames","2","Edmonton Oilers","5","","","",""
"31","1991-04-10","Chicago Blackhawks","1","Minnesota North Stars","3","","","",""
"32","1991-04-10","Los Angeles Kings","6","Vancouver Canucks","1","","","",""
"33","1991-04-11","Hartford Whalers","1","Boston Bruins","6","","","",""
"34","1991-04-11","Buffalo Sabres","3","Montreal Canadiens","4","OT","","",""
"35","1991-04-11","Washington Capitals","5","New York Rangers","4","OT","","",""
"36","1991-04-11","New Jersey Devils","4","Pittsburgh Penguins","2","","","",""
"37","1991-04-12","Edmonton Oilers","3","Calgary Flames","5","","","",""
"38","1991-04-12","Minnesota North Stars","6","Chicago Blackhawks","0","","","",""
"39","1991-04-12","Vancouver Canucks","4","Los Angeles Kings","7","","","",""
"40","1991-04-12","Detroit Red Wings","1","St. Louis Blues","6","","","",""
"41","1991-04-13","Montreal Canadiens","5","Buffalo Sabres","1","","","",""
"42","1991-04-13","Boston Bruins","3","Hartford Whalers","1","","","",""
"43","1991-04-13","Pittsburgh Penguins","4","New Jersey Devils","3","","","",""
"44","1991-04-13","New York Rangers","2","Washington Capitals","4","","","",""
"45","1991-04-14","St. Louis Blues","3","Detroit Red Wings","0","","","",""
"46","1991-04-14","Calgary Flames","2","Edmonton Oilers","1","OT","","",""
"47","1991-04-14","Chicago Blackhawks","1","Minnesota North Stars","3","","","",""
"48","1991-04-14","Los Angeles Kings","4","Vancouver Canucks","1","","","",""
"49","1991-04-15","New Jersey Devils","0","Pittsburgh Penguins","4","","","",""
"50","1991-04-16","Edmonton Oilers","5","Calgary Flames","4","OT","","",""
"51","1991-04-16","Detroit Red Wings","2","St. Louis Blues","3","","","",""
"52","1991-04-17","Montreal Canadiens","1","Boston Bruins","2","","","",""
"53","1991-04-17","Washington Capitals","4","Pittsburgh Penguins","2","","","",""
"54","1991-04-18","Edmonton Oilers","3","Los Angeles Kings","4","OT","","",""
"55","1991-04-18","Minnesota North Stars","2","St. Louis Blues","1","","","",""
"56","1991-04-19","Montreal Canadiens","4","Boston Bruins","3","OT","","",""
"57","1991-04-19","Washington Capitals","6","Pittsburgh Penguins","7","OT","","",""
"58","1991-04-20","Edmonton Oilers","4","Los Angeles Kings","3","2OT","","",""
