"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1939-03-21","Detroit Red Wings","0","Montreal Canadiens","2","","","",""
"2","1939-03-21","Boston Bruins","2","New York Rangers","1","3OT","","",""
"3","1939-03-21","New York Americans","0","Toronto Maple Leafs","4","","","",""
"4","1939-03-23","New York Rangers","2","Boston Bruins","3","OT","","",""
"5","1939-03-23","Montreal Canadiens","3","Detroit Red Wings","7","","","",""
"6","1939-03-23","Toronto Maple Leafs","2","New York Americans","0","","","",""
"7","1939-03-26","New York Rangers","1","Boston Bruins","4","","","",""
"8","1939-03-26","Montreal Canadiens","0","Detroit Red Wings","1","OT","","",""
"9","1939-03-28","Boston Bruins","1","New York Rangers","2","","","",""
"10","1939-03-28","Detroit Red Wings","1","Toronto Maple Leafs","4","","","",""
"11","1939-03-30","New York Rangers","2","Boston Bruins","1","OT","","",""
"12","1939-03-30","Toronto Maple Leafs","1","Detroit Red Wings","3","","","",""
"13","1939-04-01","Boston Bruins","1","New York Rangers","3","","","",""
"14","1939-04-01","Detroit Red Wings","4","Toronto Maple Leafs","5","OT","","",""
"15","1939-04-02","New York Rangers","1","Boston Bruins","2","3OT","","",""
"16","1939-04-06","Toronto Maple Leafs","1","Boston Bruins","2","","","",""
"17","1939-04-09","Toronto Maple Leafs","3","Boston Bruins","2","OT","","",""
"18","1939-04-11","Boston Bruins","3","Toronto Maple Leafs","1","","","",""
"19","1939-04-13","Boston Bruins","2","Toronto Maple Leafs","0","","","",""
"20","1939-04-16","Toronto Maple Leafs","1","Boston Bruins","3","","","",""
