"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1973-04-04","Minnesota Fighting Saints","4","Alberta Oilers","2","","","",""
"2","1973-04-04","Philadelphia Blazers","2","Cleveland Crusaders","3","OT","","",""
"3","1973-04-05","Los Angeles Sharks","2","Houston Aeros","7","","","",""
"4","1973-04-06","Minnesota Fighting Saints","1","Winnipeg Jets","3","","","",""
"5","1973-04-07","Philadelphia Blazers","1","Cleveland Crusaders","7","","","",""
"6","1973-04-07","Los Angeles Sharks","4","Houston Aeros","2","","","",""
"7","1973-04-07","Ottawa Nationals","3","New England Whalers","6","","","",""
"8","1973-04-08","Ottawa Nationals","3","New England Whalers","4","OT","","",""
"9","1973-04-08","Cleveland Crusaders","3","Philadelphia Blazers","1","","","",""
"10","1973-04-08","Minnesota Fighting Saints","2","Winnipeg Jets","5","","","",""
"11","1973-04-10","Winnipeg Jets","4","Minnesota Fighting Saints","6","","","",""
"12","1973-04-10","New England Whalers","2","Ottawa Nationals","4","","","",""
"13","1973-04-11","Houston Aeros","2","Los Angeles Sharks","3","","","",""
"14","1973-04-11","Winnipeg Jets","3","Minnesota Fighting Saints","2","OT","","",""
"15","1973-04-11","Cleveland Crusaders","6","Philadelphia Blazers","2","","","",""
"16","1973-04-12","New England Whalers","7","Ottawa Nationals","3","","","",""
"17","1973-04-13","Houston Aeros","3","Los Angeles Sharks","2","OT","","",""
"18","1973-04-14","Ottawa Nationals","4","New England Whalers","5","OT","","",""
"19","1973-04-15","Los Angeles Sharks","3","Houston Aeros","6","","","",""
"20","1973-04-15","Minnesota Fighting Saints","5","Winnipeg Jets","8","","","",""
"21","1973-04-17","Houston Aeros","3","Los Angeles Sharks","2","","","",""
"22","1973-04-18","Cleveland Crusaders","2","New England Whalers","3","","","",""
"23","1973-04-19","Cleveland Crusaders","2","New England Whalers","3","","","",""
"24","1973-04-21","New England Whalers","5","Cleveland Crusaders","4","","","",""
"25","1973-04-22","New England Whalers","2","Cleveland Crusaders","5","","","",""
"26","1973-04-20","Houston Aeros","1","Winnipeg Jets","5","","","",""
"27","1973-04-22","Houston Aeros","0","Winnipeg Jets","2","","","",""
"28","1973-04-24","Winnipeg Jets","4","Houston Aeros","2","","","",""
"29","1973-04-26","Cleveland Crusaders","1","New England Whalers","3","","","",""
"30","1973-04-26","Winnipeg Jets","3","Houston Aeros","0","","","",""
"31","1973-04-29","Winnipeg Jets","2","New England Whalers","7","","","",""
"32","1973-05-02","New England Whalers","7","Winnipeg Jets","4","","","",""
"33","1973-05-03","New England Whalers","3","Winnipeg Jets","4","","","",""
"34","1973-05-05","Winnipeg Jets","2","New England Whalers","4","","","",""
"35","1973-05-06","Winnipeg Jets","6","New England Whalers","9","","","",""
