"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1968-04-04","Minnesota North Stars","1","Los Angeles Kings","2","","","",""
"2","1968-04-04","Boston Bruins","1","Montreal Canadiens","2","","","",""
"3","1968-04-04","Chicago Black Hawks","1","New York Rangers","3","","","",""
"4","1968-04-04","St. Louis Blues","1","Philadelphia Flyers","0","","","",""
"5","1968-04-06","Minnesota North Stars","0","Los Angeles Kings","2","","","",""
"6","1968-04-06","Boston Bruins","3","Montreal Canadiens","5","","","",""
"7","1968-04-06","St. Louis Blues","3","Philadelphia Flyers","4","","","",""
"8","1968-04-09","Montreal Canadiens","5","Boston Bruins","2","","","",""
"9","1968-04-09","Los Angeles Kings","5","Minnesota North Stars","7","","","",""
"10","1968-04-09","Chicago Black Hawks","1","New York Rangers","2","","","",""
"11","1968-04-10","Philadelphia Flyers","2","St. Louis Blues","3","2OT","","",""
"12","1968-04-11","Montreal Canadiens","3","Boston Bruins","2","","","",""
"13","1968-04-11","New York Rangers","4","Chicago Black Hawks","7","","","",""
"14","1968-04-11","Los Angeles Kings","2","Minnesota North Stars","3","","","",""
"15","1968-04-11","Philadelphia Flyers","2","St. Louis Blues","5","","","",""
"16","1968-04-13","New York Rangers","1","Chicago Black Hawks","3","","","",""
"17","1968-04-13","Minnesota North Stars","2","Los Angeles Kings","3","","","",""
"18","1968-04-13","St. Louis Blues","1","Philadelphia Flyers","6","","","",""
"19","1968-04-14","Chicago Black Hawks","2","New York Rangers","1","","","",""
"20","1968-04-16","New York Rangers","1","Chicago Black Hawks","4","","","",""
"21","1968-04-16","Los Angeles Kings","3","Minnesota North Stars","4","OT","","",""
"22","1968-04-16","Philadelphia Flyers","2","St. Louis Blues","1","2OT","","",""
"23","1968-04-18","Minnesota North Stars","9","Los Angeles Kings","4","","","",""
"24","1968-04-18","Chicago Black Hawks","2","Montreal Canadiens","9","","","",""
"25","1968-04-18","St. Louis Blues","3","Philadelphia Flyers","1","","","",""
"26","1968-04-20","Chicago Black Hawks","1","Montreal Canadiens","4","","","",""
"27","1968-04-21","Minnesota North Stars","3","St. Louis Blues","5","","","",""
"28","1968-04-22","St. Louis Blues","2","Minnesota North Stars","3","OT","","",""
"29","1968-04-23","Montreal Canadiens","4","Chicago Black Hawks","2","","","",""
"30","1968-04-25","Montreal Canadiens","1","Chicago Black Hawks","2","","","",""
"31","1968-04-25","Minnesota North Stars","5","St. Louis Blues","1","","","",""
"32","1968-04-27","Minnesota North Stars","3","St. Louis Blues","4","OT","","",""
"33","1968-04-28","Chicago Black Hawks","3","Montreal Canadiens","4","OT","","",""
"34","1968-04-29","Minnesota North Stars","2","St. Louis Blues","3","OT","","",""
"35","1968-05-01","St. Louis Blues","1","Minnesota North Stars","5","","","",""
"36","1968-05-03","Minnesota North Stars","1","St. Louis Blues","2","2OT","","",""
"37","1968-05-05","Montreal Canadiens","3","St. Louis Blues","2","OT","","",""
"38","1968-05-07","Montreal Canadiens","1","St. Louis Blues","0","","","",""
"39","1968-05-09","St. Louis Blues","3","Montreal Canadiens","4","OT","","",""
"40","1968-05-11","St. Louis Blues","2","Montreal Canadiens","3","","","",""
