"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1944-03-21","Chicago Black Hawks","2","Detroit Red Wings","1","","","",""
"2","1944-03-21","Toronto Maple Leafs","3","Montreal Canadiens","1","","","",""
"3","1944-03-23","Chicago Black Hawks","1","Detroit Red Wings","4","","","",""
"4","1944-03-23","Toronto Maple Leafs","1","Montreal Canadiens","5","","","",""
"5","1944-03-25","Montreal Canadiens","2","Toronto Maple Leafs","1","","","",""
"6","1944-03-26","Detroit Red Wings","0","Chicago Black Hawks","2","","","",""
"7","1944-03-28","Detroit Red Wings","1","Chicago Black Hawks","7","","","",""
"8","1944-03-28","Montreal Canadiens","4","Toronto Maple Leafs","1","","","",""
"9","1944-03-30","Chicago Black Hawks","5","Detroit Red Wings","2","","","",""
"10","1944-03-30","Toronto Maple Leafs","0","Montreal Canadiens","11","","","",""
"11","1944-04-04","Chicago Black Hawks","1","Montreal Canadiens","5","","","",""
"12","1944-04-06","Montreal Canadiens","3","Chicago Black Hawks","1","","","",""
"13","1944-04-09","Montreal Canadiens","3","Chicago Black Hawks","2","","","",""
"14","1944-04-13","Chicago Black Hawks","4","Montreal Canadiens","5","OT","","",""
