"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1938-11-03","New York Americans","1","Chicago Black Hawks","6","","","",""
"2","1938-11-03","Boston Bruins","3","Toronto Maple Leafs","2","","","",""
"3","1938-11-05","Chicago Black Hawks","2","Toronto Maple Leafs","0","","","",""
"4","1938-11-06","Boston Bruins","4","Detroit Red Wings","1","","","",""
"5","1938-11-06","Chicago Black Hawks","3","Montreal Canadiens","2","","","",""
"6","1938-11-10","New York Americans","2","Detroit Red Wings","1","","","",""
"7","1938-11-10","Toronto Maple Leafs","2","Montreal Canadiens","0","","","",""
"8","1938-11-12","Montreal Canadiens","1","Toronto Maple Leafs","4","","","",""
"9","1938-11-13","Montreal Canadiens","3","Chicago Black Hawks","4","","","",""
"10","1938-11-13","New York Rangers","4","Detroit Red Wings","3","","","",""
"11","1938-11-13","Boston Bruins","1","New York Americans","2","","","",""
"12","1938-11-15","Toronto Maple Leafs","1","Boston Bruins","1","OT","","",""
"13","1938-11-15","Detroit Red Wings","0","New York Rangers","2","","","",""
"14","1938-11-17","New York Rangers","1","Chicago Black Hawks","0","","","",""
"15","1938-11-17","Detroit Red Wings","7","Montreal Canadiens","1","","","",""
"16","1938-11-17","Toronto Maple Leafs","1","New York Americans","0","","","",""
"17","1938-11-19","New York Americans","2","Toronto Maple Leafs","1","OT","","",""
"18","1938-11-20","Detroit Red Wings","1","Boston Bruins","4","","","",""
"19","1938-11-20","Toronto Maple Leafs","1","Chicago Black Hawks","1","OT","","",""
"20","1938-11-20","Montreal Canadiens","1","New York Rangers","2","","","",""
"21","1938-11-22","New York Rangers","2","Boston Bruins","4","","","",""
"22","1938-11-22","Montreal Canadiens","3","New York Americans","7","","","",""
"23","1938-11-24","Chicago Black Hawks","2","Detroit Red Wings","4","","","",""
"24","1938-11-24","New York Americans","2","Montreal Canadiens","2","OT","","",""
"25","1938-11-24","Toronto Maple Leafs","2","New York Rangers","6","","","",""
"26","1938-11-26","Chicago Black Hawks","4","New York Americans","6","","","",""
"27","1938-11-26","Detroit Red Wings","0","Toronto Maple Leafs","5","","","",""
"28","1938-11-27","New York Americans","2","Boston Bruins","8","","","",""
"29","1938-11-27","Montreal Canadiens","3","Detroit Red Wings","2","","","",""
