"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1983-04-05","Quebec Nordiques","3","Boston Bruins","4","OT","","",""
"2","1983-04-05","New York Rangers","5","Philadelphia Flyers","3","","","",""
"3","1983-04-06","St. Louis Blues","4","Chicago Black Hawks","2","","","",""
"4","1983-04-06","Vancouver Canucks","3","Calgary Flames","4","OT","","",""
"5","1983-04-06","Winnipeg Jets","3","Edmonton Oilers","6","","","",""
"6","1983-04-06","Toronto Maple Leafs","4","Minnesota North Stars","5","","","",""
"7","1983-04-06","Buffalo Sabres","1","Montreal Canadiens","0","","","",""
"8","1983-04-06","Washington Capitals","2","New York Islanders","5","","","",""
"9","1983-04-07","Quebec Nordiques","2","Boston Bruins","4","","","",""
"10","1983-04-07","St. Louis Blues","2","Chicago Black Hawks","7","","","",""
"11","1983-04-07","Vancouver Canucks","3","Calgary Flames","5","","","",""
"12","1983-04-07","Winnipeg Jets","3","Edmonton Oilers","4","","","",""
"13","1983-04-07","Toronto Maple Leafs","4","Minnesota North Stars","5","OT","","",""
"14","1983-04-07","Buffalo Sabres","3","Montreal Canadiens","0","","","",""
"15","1983-04-07","Washington Capitals","4","New York Islanders","2","","","",""
"16","1983-04-07","New York Rangers","4","Philadelphia Flyers","3","","","",""
"17","1983-04-09","Montreal Canadiens","2","Buffalo Sabres","4","","","",""
"18","1983-04-09","Philadelphia Flyers","3","New York Rangers","9","","","",""
"19","1983-04-09","Boston Bruins","1","Quebec Nordiques","2","","","",""
"20","1983-04-09","Chicago Black Hawks","2","St. Louis Blues","1","","","",""
"21","1983-04-09","Minnesota North Stars","3","Toronto Maple Leafs","6","","","",""
"22","1983-04-09","Calgary Flames","4","Vancouver Canucks","5","","","",""
"23","1983-04-09","Edmonton Oilers","4","Winnipeg Jets","3","","","",""
"24","1983-04-09","New York Islanders","6","Washington Capitals","2","","","",""
"25","1983-04-10","Boston Bruins","2","Quebec Nordiques","1","","","",""
"26","1983-04-10","Chicago Black Hawks","5","St. Louis Blues","3","","","",""
"27","1983-04-10","Minnesota North Stars","5","Toronto Maple Leafs","4","OT","","",""
"28","1983-04-10","Calgary Flames","4","Vancouver Canucks","3","OT","","",""
"29","1983-04-10","New York Islanders","6","Washington Capitals","3","","","",""
"30","1983-04-14","Buffalo Sabres","7","Boston Bruins","4","","","",""
"31","1983-04-14","Minnesota North Stars","2","Chicago Black Hawks","5","","","",""
"32","1983-04-14","Calgary Flames","3","Edmonton Oilers","6","","","",""
"33","1983-04-14","New York Rangers","1","New York Islanders","4","","","",""
"34","1983-04-15","Buffalo Sabres","3","Boston Bruins","5","","","",""
"35","1983-04-15","Minnesota North Stars","4","Chicago Black Hawks","7","","","",""
"36","1983-04-15","Calgary Flames","1","Edmonton Oilers","5","","","",""
"37","1983-04-15","New York Rangers","0","New York Islanders","5","","","",""
"38","1983-04-17","Boston Bruins","3","Buffalo Sabres","4","","","",""
"39","1983-04-17","Edmonton Oilers","10","Calgary Flames","2","","","",""
"40","1983-04-17","Chicago Black Hawks","1","Minnesota North Stars","5","","","",""
"41","1983-04-17","New York Islanders","6","New York Rangers","7","","","",""
"42","1983-04-18","Boston Bruins","6","Buffalo Sabres","2","","","",""
"43","1983-04-18","Edmonton Oilers","5","Calgary Flames","6","","","",""
"44","1983-04-18","Chicago Black Hawks","4","Minnesota North Stars","3","OT","","",""
"45","1983-04-18","New York Islanders","1","New York Rangers","3","","","",""
"46","1983-04-20","Buffalo Sabres","0","Boston Bruins","9","","","",""
"47","1983-04-20","Minnesota North Stars","2","Chicago Black Hawks","5","","","",""
"48","1983-04-20","Calgary Flames","1","Edmonton Oilers","9","","","",""
"49","1983-04-20","New York Rangers","2","New York Islanders","7","","","",""
"50","1983-04-22","Boston Bruins","3","Buffalo Sabres","5","","","",""
"51","1983-04-22","New York Islanders","5","New York Rangers","2","","","",""
"52","1983-04-24","Buffalo Sabres","2","Boston Bruins","3","OT","","",""
"53","1983-04-24","Chicago Black Hawks","4","Edmonton Oilers","8","","","",""
"54","1983-04-26","New York Islanders","5","Boston Bruins","2","","","",""
"55","1983-04-26","Chicago Black Hawks","2","Edmonton Oilers","8","","","",""
"56","1983-04-28","New York Islanders","1","Boston Bruins","4","","","",""
"57","1983-04-30","Boston Bruins","3","New York Islanders","7","","","",""
"58","1983-05-01","Edmonton Oilers","3","Chicago Black Hawks","2","","","",""
"59","1983-05-03","Edmonton Oilers","6","Chicago Black Hawks","3","","","",""
"60","1983-05-03","Boston Bruins","3","New York Islanders","8","","","",""
"61","1983-05-05","New York Islanders","1","Boston Bruins","5","","","",""
"62","1983-05-07","Boston Bruins","4","New York Islanders","8","","","",""
"63","1983-05-10","New York Islanders","2","Edmonton Oilers","0","","","",""
"64","1983-05-12","New York Islanders","6","Edmonton Oilers","3","","","",""
"65","1983-05-14","Edmonton Oilers","1","New York Islanders","5","","","",""
"66","1983-05-17","Edmonton Oilers","2","New York Islanders","4","","","",""
