"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1935-03-23","Toronto Maple Leafs","0","Boston Bruins","1","2OT","","",""
"2","1935-03-23","Chicago Black Hawks","0","Montreal Maroons","0","","","",""
"3","1935-03-24","Montreal Canadiens","1","New York Rangers","2","","","",""
"4","1935-03-26","Toronto Maple Leafs","2","Boston Bruins","0","","","",""
"5","1935-03-26","Montreal Maroons","1","Chicago Black Hawks","0","OT","","",""
"6","1935-03-26","New York Rangers","4","Montreal Canadiens","4","","","",""
"7","1935-03-28","Montreal Maroons","2","New York Rangers","1","","","",""
"8","1935-03-28","Boston Bruins","0","Toronto Maple Leafs","3","","","",""
"9","1935-03-30","New York Rangers","3","Montreal Maroons","3","","","",""
"10","1935-03-30","Boston Bruins","1","Toronto Maple Leafs","2","OT","","",""
"11","1935-04-04","Montreal Maroons","3","Toronto Maple Leafs","2","OT","","",""
"12","1935-04-06","Montreal Maroons","3","Toronto Maple Leafs","1","","","",""
"13","1935-04-09","Toronto Maple Leafs","1","Montreal Maroons","4","","","",""
