"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1941-03-20","Toronto Maple Leafs","0","Boston Bruins","3","","","",""
"2","1941-03-20","Montreal Canadiens","1","Chicago Black Hawks","2","","","",""
"3","1941-03-20","New York Rangers","1","Detroit Red Wings","2","OT","","",""
"4","1941-03-22","Toronto Maple Leafs","5","Boston Bruins","3","","","",""
"5","1941-03-22","Chicago Black Hawks","3","Montreal Canadiens","4","2OT","","",""
"6","1941-03-23","Detroit Red Wings","1","New York Rangers","3","","","",""
"7","1941-03-25","Montreal Canadiens","2","Chicago Black Hawks","3","","","",""
"8","1941-03-25","New York Rangers","2","Detroit Red Wings","3","","","",""
"9","1941-03-25","Boston Bruins","2","Toronto Maple Leafs","7","","","",""
"10","1941-03-27","Chicago Black Hawks","1","Detroit Red Wings","3","","","",""
"11","1941-03-27","Boston Bruins","2","Toronto Maple Leafs","1","","","",""
"12","1941-03-29","Toronto Maple Leafs","2","Boston Bruins","1","OT","","",""
"13","1941-03-30","Detroit Red Wings","2","Chicago Black Hawks","1","OT","","",""
"14","1941-04-01","Boston Bruins","2","Toronto Maple Leafs","1","","","",""
"15","1941-04-03","Toronto Maple Leafs","1","Boston Bruins","2","","","",""
"16","1941-04-06","Detroit Red Wings","2","Boston Bruins","3","","","",""
"17","1941-04-08","Detroit Red Wings","1","Boston Bruins","2","","","",""
"18","1941-04-10","Boston Bruins","4","Detroit Red Wings","2","","","",""
"19","1941-04-12","Boston Bruins","3","Detroit Red Wings","1","","","",""
