"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1921-12-17","Ottawa Senators","3","Hamilton Tigers","2","OT","","",""
"2","1921-12-17","Montreal Canadiens","2","Toronto St. Patricks","5","","","",""
"3","1921-12-21","Hamilton Tigers","1","Montreal Canadiens","3","","","",""
"4","1921-12-21","Toronto St. Patricks","5","Ottawa Senators","4","","","",""
"5","1921-12-24","Montreal Canadiens","0","Ottawa Senators","10","","","",""
"6","1921-12-24","Hamilton Tigers","4","Toronto St. Patricks","2","","","",""
"7","1921-12-28","Toronto St. Patricks","4","Hamilton Tigers","3","","","",""
"8","1921-12-28","Ottawa Senators","2","Montreal Canadiens","1","OT","","",""
"9","1921-12-31","Toronto St. Patricks","3","Montreal Canadiens","5","","","",""
"10","1921-12-31","Hamilton Tigers","0","Ottawa Senators","4","","","",""
"11","1922-01-04","Montreal Canadiens","3","Hamilton Tigers","4","","","",""
"12","1922-01-04","Ottawa Senators","2","Toronto St. Patricks","3","","","",""
"13","1922-01-07","Ottawa Senators","4","Montreal Canadiens","2","","","",""
"14","1922-01-07","Hamilton Tigers","2","Toronto St. Patricks","5","","","",""
"15","1922-01-11","Montreal Canadiens","3","Hamilton Tigers","2","","","",""
"16","1922-01-11","Toronto St. Patricks","2","Ottawa Senators","7","","","",""
"17","1922-01-14","Hamilton Tigers","6","Montreal Canadiens","10","","","",""
"18","1922-01-14","Ottawa Senators","5","Toronto St. Patricks","2","","","",""
"19","1922-01-18","Toronto St. Patricks","4","Hamilton Tigers","9","","","",""
"20","1922-01-18","Montreal Canadiens","6","Ottawa Senators","10","","","",""
"21","1922-01-21","Ottawa Senators","6","Hamilton Tigers","7","OT","","",""
"22","1922-01-21","Toronto St. Patricks","5","Montreal Canadiens","3","","","",""
"23","1922-01-25","Hamilton Tigers","2","Ottawa Senators","4","","","",""
"24","1922-01-25","Montreal Canadiens","1","Toronto St. Patricks","3","","","",""
"25","1922-01-28","Hamilton Tigers","2","Montreal Canadiens","3","","","",""
"26","1922-01-28","Ottawa Senators","2","Toronto St. Patricks","1","","","",""
"27","1922-02-01","Toronto St. Patricks","5","Hamilton Tigers","4","","","",""
"28","1922-02-01","Montreal Canadiens","2","Ottawa Senators","4","","","",""
"29","1922-02-04","Hamilton Tigers","6","Ottawa Senators","10","","","",""
"30","1922-02-04","Montreal Canadiens","1","Toronto St. Patricks","3","","","",""
"31","1922-02-08","Ottawa Senators","1","Hamilton Tigers","9","","","",""
"32","1922-02-08","Toronto St. Patricks","4","Montreal Canadiens","6","","","",""
"33","1922-02-11","Montreal Canadiens","3","Hamilton Tigers","1","","","",""
"34","1922-02-11","Toronto St. Patricks","4","Ottawa Senators","4","OT","","",""
"35","1922-02-15","Ottawa Senators","6","Montreal Canadiens","6","OT","","",""
"36","1922-02-15","Hamilton Tigers","4","Toronto St. Patricks","6","","","",""
"37","1922-02-18","Ottawa Senators","4","Hamilton Tigers","2","","","",""
"38","1922-02-18","Toronto St. Patricks","4","Montreal Canadiens","6","","","",""
"39","1922-02-22","Toronto St. Patricks","3","Hamilton Tigers","4","","","",""
"40","1922-02-22","Montreal Canadiens","3","Ottawa Senators","4","","","",""
"41","1922-02-25","Hamilton Tigers","1","Montreal Canadiens","6","","","",""
"42","1922-02-25","Ottawa Senators","5","Toronto St. Patricks","7","","","",""
"43","1922-03-01","Montreal Canadiens","3","Hamilton Tigers","2","","","",""
"44","1922-03-01","Toronto St. Patricks","3","Ottawa Senators","2","","","",""
"45","1922-03-04","Ottawa Senators","1","Montreal Canadiens","2","","","",""
"46","1922-03-04","Hamilton Tigers","4","Toronto St. Patricks","8","","","",""
"47","1922-03-08","Hamilton Tigers","7","Ottawa Senators","2","","","",""
"48","1922-03-08","Montreal Canadiens","8","Toronto St. Patricks","7","","","",""
