"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1955-03-22","Toronto Maple Leafs","4","Detroit Red Wings","7","","","",""
"2","1955-03-22","Boston Bruins","0","Montreal Canadiens","2","","","",""
"3","1955-03-24","Toronto Maple Leafs","1","Detroit Red Wings","2","","","",""
"4","1955-03-24","Boston Bruins","1","Montreal Canadiens","3","","","",""
"5","1955-03-26","Detroit Red Wings","2","Toronto Maple Leafs","1","","","",""
"6","1955-03-27","Montreal Canadiens","2","Boston Bruins","4","","","",""
"7","1955-03-29","Montreal Canadiens","4","Boston Bruins","3","OT","","",""
"8","1955-03-29","Detroit Red Wings","3","Toronto Maple Leafs","0","","","",""
"9","1955-03-31","Boston Bruins","1","Montreal Canadiens","5","","","",""
"10","1955-04-03","Montreal Canadiens","2","Detroit Red Wings","4","","","",""
"11","1955-04-05","Montreal Canadiens","1","Detroit Red Wings","7","","","",""
"12","1955-04-07","Detroit Red Wings","2","Montreal Canadiens","4","","","",""
"13","1955-04-09","Detroit Red Wings","3","Montreal Canadiens","5","","","",""
"14","1955-04-10","Montreal Canadiens","1","Detroit Red Wings","5","","","",""
"15","1955-04-12","Detroit Red Wings","3","Montreal Canadiens","6","","","",""
"16","1955-04-14","Montreal Canadiens","1","Detroit Red Wings","3","","","",""
