"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","2017-04-12","San Jose Sharks","3","Edmonton Oilers","2","OT","18,347","2:40",""
"2","2017-04-12","St. Louis Blues","2","Minnesota Wild","1","OT","19,168","3:18",""
"3","2017-04-12","New York Rangers","2","Montreal Canadiens","0","","21,288","2:30",""
"4","2017-04-12","Boston Bruins","2","Ottawa Senators","1","","18,702","2:30",""
"5","2017-04-12","Columbus Blue Jackets","1","Pittsburgh Penguins","3","","18,563","2:37",""
"6","2017-04-13","Calgary Flames","2","Anaheim Ducks","3","","17,174","2:45",""
"7","2017-04-13","Nashville Predators","1","Chicago Blackhawks","0","","22,075","2:27",""
"8","2017-04-13","Toronto Maple Leafs","2","Washington Capitals","3","OT","18,506","3:02",""
"9","2017-04-14","San Jose Sharks","0","Edmonton Oilers","2","","18,347","2:25",""
"10","2017-04-14","St. Louis Blues","2","Minnesota Wild","1","","19,404","2:41",""
"11","2017-04-14","New York Rangers","3","Montreal Canadiens","4","OT","21,288","3:20",""
"12","2017-04-14","Columbus Blue Jackets","1","Pittsburgh Penguins","4","","18,622","2:33",""
"13","2017-04-15","Calgary Flames","2","Anaheim Ducks","3","","17,271","2:49",""
"14","2017-04-15","Nashville Predators","5","Chicago Blackhawks","0","","22,175","2:30",""
"15","2017-04-15","Boston Bruins","3","Ottawa Senators","4","OT","18,629","2:49",""
"16","2017-04-15","Toronto Maple Leafs","4","Washington Capitals","3","2OT","18,506","4:21",""
"17","2017-04-16","Pittsburgh Penguins","5","Columbus Blue Jackets","4","OT","19,092","3:10",""
"18","2017-04-16","Montreal Canadiens","3","New York Rangers","1","","18,006","2:31",""
"19","2017-04-16","Edmonton Oilers","1","San Jose Sharks","0","","17,562","2:16",""
"20","2017-04-16","Minnesota Wild","1","St. Louis Blues","3","","19,334","2:45",""
"21","2017-04-17","Ottawa Senators","4","Boston Bruins","3","OT","17,565","3:00",""
"22","2017-04-17","Anaheim Ducks","5","Calgary Flames","4","OT","19,289","3:04",""
"23","2017-04-17","Chicago Blackhawks","2","Nashville Predators","3","OT","17,204","4:23",""
