"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1995-01-20","Chicago Blackhawks","1","Detroit Red Wings","4","","","",""
"2","1995-01-20","Mighty Ducks of Anaheim","1","Edmonton Oilers","2","","","",""
"3","1995-01-20","Toronto Maple Leafs","3","Los Angeles Kings","3","OT","","",""
"4","1995-01-20","Buffalo Sabres","2","New York Rangers","1","","","",""
"5","1995-01-20","St. Louis Blues","5","San Jose Sharks","2","","","",""
"6","1995-01-20","Pittsburgh Penguins","5","Tampa Bay Lightning","3","","","",""
"7","1995-01-20","Dallas Stars","1","Vancouver Canucks","1","OT","","",""
"8","1995-01-20","Calgary Flames","3","Winnipeg Jets","3","OT","","",""
"9","1995-01-21","Washington Capitals","1","Hartford Whalers","1","OT","","",""
"10","1995-01-21","Florida Panthers","1","New York Islanders","2","","","",""
"11","1995-01-21","Montreal Canadiens","2","New York Rangers","5","","","",""
"12","1995-01-21","Quebec Nordiques","3","Philadelphia Flyers","1","","","",""
"13","1995-01-21","Toronto Maple Leafs","2","San Jose Sharks","3","","","",""
"14","1995-01-21","St. Louis Blues","7","Vancouver Canucks","1","","","",""
"15","1995-01-21","Mighty Ducks of Anaheim","4","Winnipeg Jets","3","","","",""
"16","1995-01-22","Philadelphia Flyers","1","Boston Bruins","4","","","",""
"17","1995-01-22","Calgary Flames","4","Detroit Red Wings","1","","","",""
"18","1995-01-22","New Jersey Devils","2","Hartford Whalers","2","OT","","",""
"19","1995-01-22","Edmonton Oilers","4","Los Angeles Kings","3","","","",""
"20","1995-01-22","Ottawa Senators","3","New York Islanders","3","OT","","",""
"21","1995-01-22","Buffalo Sabres","5","Tampa Bay Lightning","2","","","",""
"22","1995-01-23","Pittsburgh Penguins","6","Florida Panthers","5","","","",""
"23","1995-01-23","Edmonton Oilers","4","Mighty Ducks of Anaheim","5","OT","","",""
"24","1995-01-23","Boston Bruins","2","New York Rangers","1","","","",""
"25","1995-01-23","Chicago Blackhawks","3","Winnipeg Jets","5","","","",""
"26","1995-01-24","St. Louis Blues","4","Calgary Flames","6","","","",""
"27","1995-01-24","Vancouver Canucks","3","Detroit Red Wings","6","","","",""
"28","1995-01-24","Dallas Stars","4","Los Angeles Kings","2","","","",""
"29","1995-01-24","Philadelphia Flyers","3","New York Islanders","4","","","",""
"30","1995-01-24","Washington Capitals","1","Quebec Nordiques","5","","","",""
"31","1995-01-25","New Jersey Devils","1","Buffalo Sabres","2","","","",""
"32","1995-01-25","Edmonton Oilers","1","Chicago Blackhawks","5","","","",""
"33","1995-01-25","Ottawa Senators","1","Hartford Whalers","4","","","",""
"34","1995-01-25","Dallas Stars","4","Mighty Ducks of Anaheim","1","","","",""
"35","1995-01-25","Washington Capitals","0","Montreal Canadiens","2","","","",""
"36","1995-01-25","Pittsburgh Penguins","3","New York Rangers","2","","","",""
"37","1995-01-25","Winnipeg Jets","0","San Jose Sharks","4","","","",""
"38","1995-01-25","Florida Panthers","2","Tampa Bay Lightning","3","","","",""
"39","1995-01-25","Vancouver Canucks","2","Toronto Maple Leafs","6","","","",""
"40","1995-01-26","New Jersey Devils","0","Boston Bruins","1","OT","","",""
"41","1995-01-26","Calgary Flames","1","Detroit Red Wings","5","","","",""
"42","1995-01-26","Tampa Bay Lightning","2","Florida Panthers","4","","","",""
"43","1995-01-26","Hartford Whalers","2","Philadelphia Flyers","3","","","",""
"44","1995-01-26","Los Angeles Kings","1","St. Louis Blues","3","","","",""
"45","1995-01-27","Quebec Nordiques","7","Buffalo Sabres","3","","","",""
"46","1995-01-27","Toronto Maple Leafs","1","Chicago Blackhawks","4","","","",""
