"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1994-04-16","Montreal Canadiens","2","Boston Bruins","3","","","",""
"2","1994-04-17","St. Louis Blues","3","Dallas Stars","5","","","",""
"3","1994-04-17","Buffalo Sabres","2","New Jersey Devils","0","","","",""
"4","1994-04-17","New York Islanders","0","New York Rangers","6","","","",""
"5","1994-04-17","Washington Capitals","5","Pittsburgh Penguins","3","","","",""
"6","1994-04-18","Montreal Canadiens","3","Boston Bruins","2","","","",""
"7","1994-04-18","Vancouver Canucks","5","Calgary Flames","0","","","",""
"8","1994-04-18","San Jose Sharks","5","Detroit Red Wings","4","","","",""
"9","1994-04-18","New York Islanders","0","New York Rangers","6","","","",""
"10","1994-04-18","Chicago Blackhawks","1","Toronto Maple Leafs","5","","","",""
"11","1994-04-19","Buffalo Sabres","1","New Jersey Devils","2","","","",""
"12","1994-04-19","Washington Capitals","1","Pittsburgh Penguins","2","","","",""
"13","1994-04-20","Vancouver Canucks","5","Calgary Flames","7","","","",""
"14","1994-04-20","St. Louis Blues","2","Dallas Stars","4","","","",""
"15","1994-04-20","San Jose Sharks","0","Detroit Red Wings","4","","","",""
"16","1994-04-20","Chicago Blackhawks","0","Toronto Maple Leafs","1","OT","","",""
"17","1994-04-21","New Jersey Devils","2","Buffalo Sabres","1","","","",""
"18","1994-04-21","Boston Bruins","6","Montreal Canadiens","3","","","",""
"19","1994-04-21","New York Rangers","5","New York Islanders","1","","","",""
"20","1994-04-21","Pittsburgh Penguins","0","Washington Capitals","2","","","",""
"21","1994-04-22","Detroit Red Wings","3","San Jose Sharks","2","","","",""
"22","1994-04-22","Dallas Stars","5","St. Louis Blues","4","OT","","",""
"23","1994-04-22","Calgary Flames","4","Vancouver Canucks","2","","","",""
"24","1994-04-23","New Jersey Devils","3","Buffalo Sabres","5","","","",""
"25","1994-04-23","Toronto Maple Leafs","4","Chicago Blackhawks","5","","","",""
"26","1994-04-23","Boston Bruins","2","Montreal Canadiens","5","","","",""
"27","1994-04-23","Detroit Red Wings","3","San Jose Sharks","4","","","",""
"28","1994-04-23","Pittsburgh Penguins","1","Washington Capitals","4","","","",""
"29","1994-04-24","Toronto Maple Leafs","3","Chicago Blackhawks","4","OT","","",""
"30","1994-04-24","New York Rangers","5","New York Islanders","2","","","",""
"31","1994-04-24","Dallas Stars","2","St. Louis Blues","1","","","",""
"32","1994-04-24","Calgary Flames","3","Vancouver Canucks","2","","","",""
"33","1994-04-25","Montreal Canadiens","2","Boston Bruins","1","OT","","",""
"34","1994-04-25","Buffalo Sabres","3","New Jersey Devils","5","","","",""
"35","1994-04-25","Washington Capitals","2","Pittsburgh Penguins","3","","","",""
"36","1994-04-26","Vancouver Canucks","2","Calgary Flames","1","OT","","",""
"37","1994-04-26","Detroit Red Wings","4","San Jose Sharks","6","","","",""
"38","1994-04-26","Chicago Blackhawks","0","Toronto Maple Leafs","1","","","",""
"39","1994-04-27","New Jersey Devils","0","Buffalo Sabres","1","4OT","","",""
"40","1994-04-27","Boston Bruins","3","Montreal Canadiens","2","","","",""
"41","1994-04-27","Pittsburgh Penguins","3","Washington Capitals","6","","","",""
"42","1994-04-28","Toronto Maple Leafs","1","Chicago Blackhawks","0","","","",""
"43","1994-04-28","San Jose Sharks","1","Detroit Red Wings","7","","","",""
"44","1994-04-28","Calgary Flames","2","Vancouver Canucks","3","OT","","",""
"45","1994-04-29","Montreal Canadiens","3","Boston Bruins","5","","","",""
"46","1994-04-29","Buffalo Sabres","1","New Jersey Devils","2","","","",""
"47","1994-04-30","Vancouver Canucks","4","Calgary Flames","3","2OT","","",""
"48","1994-04-30","San Jose Sharks","3","Detroit Red Wings","2","","","",""
"49","1994-05-01","Boston Bruins","2","New Jersey Devils","1","","","",""
"50","1994-05-01","Washington Capitals","3","New York Rangers","6","","","",""
"51","1994-05-02","Vancouver Canucks","6","Dallas Stars","4","","","",""
"52","1994-05-02","San Jose Sharks","3","Toronto Maple Leafs","2","","","",""
