"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1924-11-29","Ottawa Senators","3","Hamilton Tigers","5","","","",""
"2","1924-11-29","Toronto St. Patricks","1","Montreal Canadiens","7","","","",""
"3","1924-12-01","Montreal Maroons","1","Boston Bruins","2","","","",""
"4","1924-12-03","Hamilton Tigers","2","Montreal Maroons","0","","","",""
"5","1924-12-03","Montreal Canadiens","1","Ottawa Senators","2","","","",""
"6","1924-12-03","Boston Bruins","3","Toronto St. Patricks","5","","","",""
"7","1924-12-05","Hamilton Tigers","10","Toronto St. Patricks","3","","","",""
"8","1924-12-06","Ottawa Senators","1","Montreal Maroons","3","","","",""
"9","1924-12-08","Montreal Canadiens","4","Boston Bruins","3","","","",""
"10","1924-12-10","Boston Bruins","1","Hamilton Tigers","7","","","",""
"11","1924-12-10","Montreal Maroons","0","Montreal Canadiens","5","","","",""
"12","1924-12-10","Toronto St. Patricks","6","Ottawa Senators","3","","","",""
"13","1924-12-13","Hamilton Tigers","2","Montreal Canadiens","6","","","",""
"14","1924-12-13","Montreal Maroons","3","Toronto St. Patricks","1","","","",""
"15","1924-12-15","Ottawa Senators","10","Boston Bruins","2","","","",""
"16","1924-12-17","Boston Bruins","2","Montreal Maroons","6","","","",""
"17","1924-12-17","Hamilton Tigers","0","Ottawa Senators","0","OT","","",""
"18","1924-12-17","Montreal Canadiens","5","Toronto St. Patricks","2","","","",""
"19","1924-12-20","Montreal Maroons","1","Hamilton Tigers","3","","","",""
"20","1924-12-20","Ottawa Senators","2","Montreal Canadiens","3","","","",""
"21","1924-12-22","Toronto St. Patricks","10","Boston Bruins","1","","","",""
"22","1924-12-23","Montreal Maroons","2","Ottawa Senators","1","","","",""
"23","1924-12-25","Toronto St. Patricks","1","Hamilton Tigers","8","","","",""
"24","1924-12-25","Boston Bruins","0","Montreal Canadiens","5","","","",""
"25","1924-12-27","Montreal Canadiens","1","Montreal Maroons","1","OT","","",""
"26","1924-12-27","Ottawa Senators","4","Toronto St. Patricks","3","","","",""
"27","1924-12-29","Hamilton Tigers","2","Boston Bruins","1","","","",""
"28","1925-01-01","Montreal Canadiens","2","Hamilton Tigers","4","","","",""
"29","1925-01-01","Toronto St. Patricks","2","Montreal Maroons","1","","","",""
"30","1925-01-01","Boston Bruins","2","Ottawa Senators","5","","","",""
"31","1925-01-03","Boston Bruins","3","Montreal Maroons","4","","","",""
"32","1925-01-03","Hamilton Tigers","0","Ottawa Senators","2","","","",""
"33","1925-01-03","Montreal Canadiens","3","Toronto St. Patricks","1","","","",""
"34","1925-01-05","Toronto St. Patricks","3","Boston Bruins","2","","","",""
"35","1925-01-07","Montreal Maroons","6","Hamilton Tigers","2","","","",""
"36","1925-01-07","Ottawa Senators","2","Montreal Canadiens","0","","","",""
"37","1925-01-10","Boston Bruins","3","Montreal Canadiens","2","OT","","",""
"38","1925-01-10","Montreal Maroons","0","Ottawa Senators","4","","","",""
"39","1925-01-10","Hamilton Tigers","1","Toronto St. Patricks","3","","","",""
"40","1925-01-12","Hamilton Tigers","4","Boston Bruins","2","","","",""
"41","1925-01-14","Montreal Canadiens","1","Montreal Maroons","1","OT","","",""
"42","1925-01-14","Ottawa Senators","2","Toronto St. Patricks","3","","","",""
"43","1925-01-17","Montreal Canadiens","2","Hamilton Tigers","4","","","",""
"44","1925-01-17","Toronto St. Patricks","1","Montreal Maroons","2","","","",""
"45","1925-01-17","Boston Bruins","2","Ottawa Senators","3","","","",""
"46","1925-01-20","Montreal Maroons","2","Boston Bruins","0","","","",""
"47","1925-01-21","Ottawa Senators","4","Hamilton Tigers","5","","","",""
"48","1925-01-21","Toronto St. Patricks","4","Montreal Canadiens","2","","","",""
"49","1925-01-24","Hamilton Tigers","1","Montreal Maroons","0","","","",""
"50","1925-01-24","Montreal Canadiens","3","Ottawa Senators","2","","","",""
"51","1925-01-24","Boston Bruins","3","Toronto St. Patricks","4","","","",""
"52","1925-01-27","Montreal Canadiens","4","Boston Bruins","0","","","",""
"53","1925-01-28","Toronto St. Patricks","0","Hamilton Tigers","4","","","",""
"54","1925-01-28","Ottawa Senators","2","Montreal Maroons","1","","","",""
"55","1925-01-31","Boston Bruins","3","Hamilton Tigers","8","","","",""
"56","1925-01-31","Montreal Maroons","0","Montreal Canadiens","5","","","",""
"57","1925-01-31","Toronto St. Patricks","2","Ottawa Senators","1","","","",""
"58","1925-02-03","Ottawa Senators","3","Boston Bruins","1","","","",""
"59","1925-02-04","Hamilton Tigers","3","Montreal Canadiens","0","","","",""
"60","1925-02-04","Montreal Maroons","2","Toronto St. Patricks","3","","","",""
"61","1925-02-07","Boston Bruins","1","Montreal Maroons","0","","","",""
"62","1925-02-07","Hamilton Tigers","2","Ottawa Senators","3","","","",""
"63","1925-02-07","Montreal Canadiens","4","Toronto St. Patricks","5","","","",""
"64","1925-02-10","Toronto St. Patricks","5","Boston Bruins","1","","","",""
"65","1925-02-11","Montreal Maroons","2","Hamilton Tigers","3","","","",""
"66","1925-02-11","Ottawa Senators","3","Montreal Canadiens","10","","","",""
"67","1925-02-14","Boston Bruins","1","Montreal Canadiens","5","","","",""
"68","1925-02-14","Montreal Maroons","2","Ottawa Senators","3","","","",""
"69","1925-02-14","Hamilton Tigers","1","Toronto St. Patricks","3","","","",""
"70","1925-02-17","Hamilton Tigers","2","Boston Bruins","1","","","",""
"71","1925-02-18","Montreal Canadiens","1","Montreal Maroons","0","","","",""
"72","1925-02-18","Ottawa Senators","2","Toronto St. Patricks","4","","","",""
"73","1925-02-21","Montreal Canadiens","2","Hamilton Tigers","1","","","",""
"74","1925-02-21","Toronto St. Patricks","2","Montreal Maroons","1","","","",""
"75","1925-02-21","Boston Bruins","0","Ottawa Senators","3","","","",""
"76","1925-02-24","Montreal Maroons","1","Boston Bruins","2","OT","","",""
"77","1925-02-25","Ottawa Senators","0","Hamilton Tigers","2","","","",""
"78","1925-02-25","Toronto St. Patricks","3","Montreal Canadiens","1","","","",""
"79","1925-02-28","Hamilton Tigers","0","Montreal Maroons","1","","","",""
"80","1925-02-28","Montreal Canadiens","0","Ottawa Senators","1","","","",""
"81","1925-02-28","Boston Bruins","1","Toronto St. Patricks","5","","","",""
"82","1925-03-03","Montreal Canadiens","2","Boston Bruins","3","","","",""
"83","1925-03-04","Toronto St. Patricks","2","Hamilton Tigers","3","","","",""
"84","1925-03-04","Ottawa Senators","5","Montreal Maroons","1","","","",""
"85","1925-03-07","Boston Bruins","2","Hamilton Tigers","0","","","",""
