"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","2002-04-17","New Jersey Devils","1","Carolina Hurricanes","2","","","",""
"2","2002-04-17","Vancouver Canucks","4","Detroit Red Wings","3","OT","","",""
"3","2002-04-17","Ottawa Senators","0","Philadelphia Flyers","1","OT","","",""
"4","2002-04-17","Phoenix Coyotes","1","San Jose Sharks","2","","","",""
"5","2002-04-18","Montreal Canadiens","5","Boston Bruins","2","","","",""
"6","2002-04-18","Los Angeles Kings","3","Colorado Avalanche","4","","","",""
"7","2002-04-18","Chicago Blackhawks","2","St. Louis Blues","1","","","",""
"8","2002-04-18","New York Islanders","1","Toronto Maple Leafs","3","","","",""
"9","2002-04-19","New Jersey Devils","1","Carolina Hurricanes","2","OT","","",""
"10","2002-04-19","Vancouver Canucks","5","Detroit Red Wings","2","","","",""
"11","2002-04-20","Los Angeles Kings","3","Colorado Avalanche","5","","","",""
"12","2002-04-20","Ottawa Senators","3","Philadelphia Flyers","0","","","",""
"13","2002-04-20","Phoenix Coyotes","3","San Jose Sharks","1","","","",""
"14","2002-04-20","Chicago Blackhawks","0","St. Louis Blues","2","","","",""
"15","2002-04-20","New York Islanders","0","Toronto Maple Leafs","2","","","",""
"16","2002-04-21","Montreal Canadiens","4","Boston Bruins","6","","","",""
"17","2002-04-21","St. Louis Blues","4","Chicago Blackhawks","0","","","",""
"18","2002-04-21","Carolina Hurricanes","0","New Jersey Devils","4","","","",""
"19","2002-04-21","Detroit Red Wings","3","Vancouver Canucks","1","","","",""
"20","2002-04-22","Colorado Avalanche","1","Los Angeles Kings","3","","","",""
"21","2002-04-22","Philadelphia Flyers","0","Ottawa Senators","3","","","",""
"22","2002-04-22","San Jose Sharks","4","Phoenix Coyotes","1","","","",""
"23","2002-04-23","St. Louis Blues","1","Chicago Blackhawks","0","","","",""
"24","2002-04-23","Colorado Avalanche","1","Los Angeles Kings","0","","","",""
"25","2002-04-23","Boston Bruins","3","Montreal Canadiens","5","","","",""
"26","2002-04-23","Carolina Hurricanes","1","New Jersey Devils","3","","","",""
"27","2002-04-23","Toronto Maple Leafs","1","New York Islanders","6","","","",""
"28","2002-04-23","Detroit Red Wings","4","Vancouver Canucks","2","","","",""
"29","2002-04-24","New Jersey Devils","2","Carolina Hurricanes","3","OT","","",""
"30","2002-04-24","Toronto Maple Leafs","3","New York Islanders","4","","","",""
"31","2002-04-24","Philadelphia Flyers","0","Ottawa Senators","3","","","",""
"32","2002-04-24","San Jose Sharks","2","Phoenix Coyotes","1","","","",""
"33","2002-04-25","Los Angeles Kings","1","Colorado Avalanche","0","OT","","",""
"34","2002-04-25","Vancouver Canucks","0","Detroit Red Wings","4","","","",""
"35","2002-04-25","Boston Bruins","5","Montreal Canadiens","2","","","",""
"36","2002-04-25","Chicago Blackhawks","3","St. Louis Blues","5","","","",""
"37","2002-04-26","Ottawa Senators","2","Philadelphia Flyers","1","OT","","",""
"38","2002-04-26","Phoenix Coyotes","1","San Jose Sharks","4","","","",""
"39","2002-04-26","New York Islanders","3","Toronto Maple Leafs","6","","","",""
"40","2002-04-27","Montreal Canadiens","2","Boston Bruins","1","","","",""
