"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1959-10-07","New York Rangers","2","Chicago Black Hawks","5","","","",""
"2","1959-10-08","Boston Bruins","1","Montreal Canadiens","4","","","",""
"3","1959-10-10","New York Rangers","4","Boston Bruins","6","","","",""
"4","1959-10-10","Detroit Red Wings","1","Montreal Canadiens","1","","","",""
"5","1959-10-10","Chicago Black Hawks","3","Toronto Maple Leafs","6","","","",""
"6","1959-10-11","Montreal Canadiens","4","Boston Bruins","8","","","",""
"7","1959-10-11","Toronto Maple Leafs","3","Chicago Black Hawks","1","","","",""
"8","1959-10-11","New York Rangers","2","Detroit Red Wings","4","","","",""
"9","1959-10-14","Detroit Red Wings","2","Chicago Black Hawks","0","","","",""
"10","1959-10-14","Boston Bruins","4","New York Rangers","3","","","",""
"11","1959-10-15","Chicago Black Hawks","1","Detroit Red Wings","2","","","",""
"12","1959-10-15","Toronto Maple Leafs","2","Montreal Canadiens","4","","","",""
"13","1959-10-17","New York Rangers","4","Montreal Canadiens","2","","","",""
"14","1959-10-17","Boston Bruins","0","Toronto Maple Leafs","3","","","",""
"15","1959-10-18","Boston Bruins","2","Chicago Black Hawks","2","","","",""
"16","1959-10-18","Toronto Maple Leafs","0","Detroit Red Wings","3","","","",""
"17","1959-10-18","Montreal Canadiens","6","New York Rangers","5","","","",""
"18","1959-10-21","Toronto Maple Leafs","3","New York Rangers","2","","","",""
"19","1959-10-22","Boston Bruins","1","Detroit Red Wings","4","","","",""
"20","1959-10-22","Chicago Black Hawks","1","Montreal Canadiens","4","","","",""
"21","1959-10-24","Boston Bruins","1","Montreal Canadiens","5","","","",""
"22","1959-10-24","New York Rangers","1","Toronto Maple Leafs","1","","","",""
"23","1959-10-25","Montreal Canadiens","2","Detroit Red Wings","1","","","",""
"24","1959-10-25","Chicago Black Hawks","1","New York Rangers","3","","","",""
"25","1959-10-27","Montreal Canadiens","2","Chicago Black Hawks","1","","","",""
"26","1959-10-28","Detroit Red Wings","3","New York Rangers","3","","","",""
"27","1959-10-28","Montreal Canadiens","1","Toronto Maple Leafs","1","","","",""
"28","1959-10-29","Detroit Red Wings","1","Boston Bruins","2","","","",""
"29","1959-10-31","Detroit Red Wings","2","Montreal Canadiens","2","","","",""
"30","1959-10-31","Boston Bruins","3","Toronto Maple Leafs","4","","","",""
"31","1959-11-01","Toronto Maple Leafs","3","Boston Bruins","6","","","",""
"32","1959-11-01","Chicago Black Hawks","1","Detroit Red Wings","2","","","",""
"33","1959-11-01","Montreal Canadiens","3","New York Rangers","1","","","",""
"34","1959-11-03","Boston Bruins","6","Chicago Black Hawks","3","","","",""
"35","1959-11-04","New York Rangers","1","Toronto Maple Leafs","4","","","",""
"36","1959-11-05","Boston Bruins","8","Detroit Red Wings","3","","","",""
"37","1959-11-05","New York Rangers","2","Montreal Canadiens","8","","","",""
"38","1959-11-07","Chicago Black Hawks","2","Montreal Canadiens","2","","","",""
"39","1959-11-07","Detroit Red Wings","2","Toronto Maple Leafs","2","","","",""
"40","1959-11-08","Chicago Black Hawks","3","Boston Bruins","5","","","",""
"41","1959-11-08","New York Rangers","3","Detroit Red Wings","3","","","",""
"42","1959-11-10","Toronto Maple Leafs","3","Chicago Black Hawks","1","","","",""
"43","1959-11-11","Boston Bruins","3","New York Rangers","6","","","",""
"44","1959-11-12","Detroit Red Wings","6","Boston Bruins","5","","","",""
"45","1959-11-12","Toronto Maple Leafs","0","Montreal Canadiens","3","","","",""
"46","1959-11-14","Boston Bruins","1","Montreal Canadiens","8","","","",""
"47","1959-11-14","Detroit Red Wings","4","New York Rangers","0","","","",""
"48","1959-11-14","Chicago Black Hawks","3","Toronto Maple Leafs","3","","","",""
"49","1959-11-15","Montreal Canadiens","4","Boston Bruins","1","","","",""
"50","1959-11-15","Detroit Red Wings","3","Chicago Black Hawks","5","","","",""
"51","1959-11-15","Toronto Maple Leafs","2","New York Rangers","2","","","",""
"52","1959-11-16","Chicago Black Hawks","2","Detroit Red Wings","3","","","",""
"53","1959-11-18","New York Rangers","3","Chicago Black Hawks","5","","","",""
"54","1959-11-18","Detroit Red Wings","2","Toronto Maple Leafs","3","","","",""
"55","1959-11-21","Detroit Red Wings","3","Boston Bruins","3","","","",""
"56","1959-11-21","Montreal Canadiens","4","Toronto Maple Leafs","1","","","",""
"57","1959-11-22","Toronto Maple Leafs","2","Boston Bruins","1","","","",""
"58","1959-11-22","Montreal Canadiens","3","Chicago Black Hawks","1","","","",""
"59","1959-11-22","Detroit Red Wings","5","New York Rangers","3","","","",""
"60","1959-11-25","Boston Bruins","3","New York Rangers","3","","","",""
"61","1959-11-26","New York Rangers","3","Boston Bruins","4","","","",""
"62","1959-11-26","Toronto Maple Leafs","4","Chicago Black Hawks","3","","","",""
"63","1959-11-26","Montreal Canadiens","4","Detroit Red Wings","2","","","",""
"64","1959-11-28","New York Rangers","2","Chicago Black Hawks","6","","","",""
"65","1959-11-28","Detroit Red Wings","0","Montreal Canadiens","1","","","",""
"66","1959-11-28","Boston Bruins","2","Toronto Maple Leafs","2","","","",""
"67","1959-11-29","Montreal Canadiens","4","Boston Bruins","2","","","",""
"68","1959-11-29","Toronto Maple Leafs","4","Detroit Red Wings","1","","","",""
"69","1959-11-29","Chicago Black Hawks","2","New York Rangers","2","","","",""
"70","1959-12-02","Boston Bruins","2","Chicago Black Hawks","2","","","",""
"71","1959-12-02","Montreal Canadiens","0","Toronto Maple Leafs","1","","","",""
"72","1959-12-03","New York Rangers","7","Montreal Canadiens","4","","","",""
"73","1959-12-05","Boston Bruins","3","Detroit Red Wings","4","","","",""
"74","1959-12-05","Chicago Black Hawks","2","Montreal Canadiens","2","","","",""
"75","1959-12-05","New York Rangers","3","Toronto Maple Leafs","6","","","",""
"76","1959-12-06","Chicago Black Hawks","6","Boston Bruins","3","","","",""
"77","1959-12-06","Montreal Canadiens","4","Detroit Red Wings","4","","","",""
"78","1959-12-06","Toronto Maple Leafs","0","New York Rangers","6","","","",""
"79","1959-12-09","Detroit Red Wings","2","Chicago Black Hawks","0","","","",""
"80","1959-12-10","Toronto Maple Leafs","3","Boston Bruins","6","","","",""
"81","1959-12-12","New York Rangers","4","Boston Bruins","3","","","",""
"82","1959-12-12","Detroit Red Wings","3","Montreal Canadiens","2","","","",""
"83","1959-12-12","Chicago Black Hawks","4","Toronto Maple Leafs","2","","","",""
"84","1959-12-13","Montreal Canadiens","4","Chicago Black Hawks","4","","","",""
"85","1959-12-13","Toronto Maple Leafs","2","Detroit Red Wings","4","","","",""
"86","1959-12-13","Boston Bruins","3","New York Rangers","4","","","",""
"87","1959-12-16","Boston Bruins","0","Chicago Black Hawks","4","","","",""
"88","1959-12-17","Chicago Black Hawks","2","Detroit Red Wings","3","","","",""
"89","1959-12-17","Toronto Maple Leafs","2","Montreal Canadiens","8","","","",""
"90","1959-12-19","New York Rangers","3","Montreal Canadiens","5","","","",""
"91","1959-12-19","Detroit Red Wings","2","Toronto Maple Leafs","4","","","",""
"92","1959-12-20","Detroit Red Wings","4","Boston Bruins","2","","","",""
"93","1959-12-20","Toronto Maple Leafs","4","Chicago Black Hawks","7","","","",""
"94","1959-12-20","Montreal Canadiens","5","New York Rangers","6","","","",""
"95","1959-12-23","Chicago Black Hawks","3","New York Rangers","0","","","",""
"96","1959-12-25","Chicago Black Hawks","1","Boston Bruins","5","","","",""
"97","1959-12-25","New York Rangers","5","Detroit Red Wings","2","","","",""
"98","1959-12-26","Chicago Black Hawks","2","Montreal Canadiens","9","","","",""
"99","1959-12-26","New York Rangers","0","Toronto Maple Leafs","4","","","",""
"100","1959-12-27","Boston Bruins","1","Chicago Black Hawks","6","","","",""
"101","1959-12-27","Montreal Canadiens","3","Detroit Red Wings","1","","","",""
"102","1959-12-27","Toronto Maple Leafs","6","New York Rangers","3","","","",""
"103","1959-12-29","Boston Bruins","4","New York Rangers","3","","","",""
"104","1959-12-30","Montreal Canadiens","3","Toronto Maple Leafs","2","","","",""
"105","1959-12-31","Toronto Maple Leafs","4","Detroit Red Wings","2","","","",""
"106","1960-01-01","New York Rangers","3","Boston Bruins","7","","","",""
"107","1960-01-01","Detroit Red Wings","4","Chicago Black Hawks","4","","","",""
"108","1960-01-02","Boston Bruins","5","Montreal Canadiens","6","","","",""
"109","1960-01-02","Chicago Black Hawks","4","Toronto Maple Leafs","2","","","",""
"110","1960-01-03","Toronto Maple Leafs","4","Chicago Black Hawks","0","","","",""
"111","1960-01-03","Boston Bruins","3","Detroit Red Wings","4","","","",""
"112","1960-01-03","Montreal Canadiens","3","New York Rangers","8","","","",""
"113","1960-01-06","Chicago Black Hawks","2","New York Rangers","1","","","",""
"114","1960-01-06","Detroit Red Wings","1","Toronto Maple Leafs","3","","","",""
"115","1960-01-07","Chicago Black Hawks","1","Boston Bruins","5","","","",""
"116","1960-01-09","Chicago Black Hawks","1","Montreal Canadiens","2","","","",""
"117","1960-01-09","Detroit Red Wings","3","New York Rangers","3","","","",""
"118","1960-01-09","Boston Bruins","3","Toronto Maple Leafs","2","","","",""
"119","1960-01-10","Toronto Maple Leafs","0","Boston Bruins","4","","","",""
"120","1960-01-10","Montreal Canadiens","0","Chicago Black Hawks","3","","","",""
"121","1960-01-10","New York Rangers","4","Detroit Red Wings","3","","","",""
"122","1960-01-13","Detroit Red Wings","2","Chicago Black Hawks","5","","","",""
"123","1960-01-14","New York Rangers","0","Boston Bruins","6","","","",""
"124","1960-01-14","Toronto Maple Leafs","1","Montreal Canadiens","3","","","",""
"125","1960-01-16","Chicago Black Hawks","1","Detroit Red Wings","3","","","",""
"126","1960-01-16","Boston Bruins","2","Montreal Canadiens","8","","","",""
"127","1960-01-16","New York Rangers","1","Toronto Maple Leafs","3","","","",""
"128","1960-01-17","Montreal Canadiens","3","Boston Bruins","1","","","",""
"129","1960-01-17","New York Rangers","1","Chicago Black Hawks","3","","","",""
"130","1960-01-17","Toronto Maple Leafs","3","Detroit Red Wings","4","","","",""
"131","1960-01-20","Boston Bruins","1","Chicago Black Hawks","3","","","",""
"132","1960-01-21","Boston Bruins","2","Detroit Red Wings","5","","","",""
"133","1960-01-21","New York Rangers","2","Montreal Canadiens","11","","","",""
"134","1960-01-23","New York Rangers","1","Chicago Black Hawks","2","","","",""
"135","1960-01-23","Detroit Red Wings","2","Montreal Canadiens","4","","","",""
"136","1960-01-23","Boston Bruins","3","Toronto Maple Leafs","3","","","",""
"137","1960-01-24","Toronto Maple Leafs","2","Boston Bruins","6","","","",""
"138","1960-01-24","Montreal Canadiens","3","Chicago Black Hawks","2","","","",""
"139","1960-01-24","New York Rangers","2","Detroit Red Wings","2","","","",""
"140","1960-01-27","Montreal Canadiens","2","New York Rangers","2","","","",""
"141","1960-01-27","Chicago Black Hawks","1","Toronto Maple Leafs","2","","","",""
"142","1960-01-28","Montreal Canadiens","4","Detroit Red Wings","2","","","",""
"143","1960-01-30","Detroit Red Wings","2","Boston Bruins","3","","","",""
"144","1960-01-30","Chicago Black Hawks","2","Montreal Canadiens","2","","","",""
"145","1960-01-30","New York Rangers","2","Toronto Maple Leafs","3","","","",""
"146","1960-01-31","Montreal Canadiens","5","Boston Bruins","6","","","",""
"147","1960-01-31","Toronto Maple Leafs","3","Chicago Black Hawks","3","","","",""
"148","1960-01-31","Detroit Red Wings","3","New York Rangers","3","","","",""
"149","1960-02-03","Toronto Maple Leafs","4","New York Rangers","2","","","",""
"150","1960-02-04","Chicago Black Hawks","7","Boston Bruins","2","","","",""
"151","1960-02-04","New York Rangers","3","Detroit Red Wings","1","","","",""
"152","1960-02-04","Toronto Maple Leafs","2","Montreal Canadiens","4","","","",""
"153","1960-02-06","Boston Bruins","3","Montreal Canadiens","5","","","",""
"154","1960-02-06","Chicago Black Hawks","5","New York Rangers","1","","","",""
"155","1960-02-06","Detroit Red Wings","4","Toronto Maple Leafs","6","","","",""
"156","1960-02-07","Toronto Maple Leafs","0","Boston Bruins","3","","","",""
"157","1960-02-07","Chicago Black Hawks","0","Detroit Red Wings","5","","","",""
"158","1960-02-07","Montreal Canadiens","1","New York Rangers","4","","","",""
"159","1960-02-10","New York Rangers","1","Chicago Black Hawks","5","","","",""
"160","1960-02-10","Montreal Canadiens","4","Toronto Maple Leafs","2","","","",""
"161","1960-02-11","Detroit Red Wings","2","Boston Bruins","3","","","",""
"162","1960-02-13","Montreal Canadiens","6","Boston Bruins","7","","","",""
"163","1960-02-13","Detroit Red Wings","1","Toronto Maple Leafs","7","","","",""
"164","1960-02-14","New York Rangers","0","Boston Bruins","3","","","",""
"165","1960-02-14","Montreal Canadiens","0","Chicago Black Hawks","2","","","",""
"166","1960-02-14","Toronto Maple Leafs","3","Detroit Red Wings","1","","","",""
"167","1960-02-17","Chicago Black Hawks","5","New York Rangers","1","","","",""
"168","1960-02-17","Boston Bruins","1","Toronto Maple Leafs","3","","","",""
"169","1960-02-18","Detroit Red Wings","3","Montreal Canadiens","3","","","",""
"170","1960-02-20","Boston Bruins","1","Detroit Red Wings","4","","","",""
"171","1960-02-20","New York Rangers","3","Montreal Canadiens","3","","","",""
"172","1960-02-20","Chicago Black Hawks","1","Toronto Maple Leafs","3","","","",""
"173","1960-02-21","Toronto Maple Leafs","5","Chicago Black Hawks","7","","","",""
"174","1960-02-21","Montreal Canadiens","6","Detroit Red Wings","3","","","",""
"175","1960-02-21","Boston Bruins","2","New York Rangers","7","","","",""
"176","1960-02-24","Detroit Red Wings","2","New York Rangers","2","","","",""
"177","1960-02-24","Montreal Canadiens","1","Toronto Maple Leafs","3","","","",""
"178","1960-02-27","Boston Bruins","3","Chicago Black Hawks","1","","","",""
"179","1960-02-27","New York Rangers","2","Montreal Canadiens","3","","","",""
"180","1960-02-27","Detroit Red Wings","4","Toronto Maple Leafs","3","","","",""
"181","1960-02-28","Detroit Red Wings","2","Chicago Black Hawks","5","","","",""
"182","1960-02-28","Toronto Maple Leafs","5","New York Rangers","3","","","",""
"183","1960-03-01","Boston Bruins","2","Detroit Red Wings","3","","","",""
"184","1960-03-03","Chicago Black Hawks","2","Boston Bruins","0","","","",""
"185","1960-03-03","Toronto Maple Leafs","1","Montreal Canadiens","5","","","",""
"186","1960-03-05","New York Rangers","0","Chicago Black Hawks","5","","","",""
"187","1960-03-05","Detroit Red Wings","2","Montreal Canadiens","2","","","",""
"188","1960-03-05","Boston Bruins","2","Toronto Maple Leafs","5","","","",""
"189","1960-03-06","Toronto Maple Leafs","3","Boston Bruins","1","","","",""
"190","1960-03-06","Montreal Canadiens","2","Chicago Black Hawks","4","","","",""
"191","1960-03-06","Detroit Red Wings","1","New York Rangers","3","","","",""
"192","1960-03-08","Montreal Canadiens","0","Detroit Red Wings","3","","","",""
"193","1960-03-09","Chicago Black Hawks","1","New York Rangers","1","","","",""
"194","1960-03-09","Montreal Canadiens","9","Toronto Maple Leafs","4","","","",""
"195","1960-03-10","New York Rangers","3","Boston Bruins","3","","","",""
"196","1960-03-12","Detroit Red Wings","1","Boston Bruins","5","","","",""
"197","1960-03-12","Chicago Black Hawks","0","Montreal Canadiens","5","","","",""
"198","1960-03-12","New York Rangers","4","Toronto Maple Leafs","1","","","",""
"199","1960-03-13","Montreal Canadiens","2","Boston Bruins","3","","","",""
"200","1960-03-13","Detroit Red Wings","1","Chicago Black Hawks","1","","","",""
"201","1960-03-13","Toronto Maple Leafs","2","New York Rangers","2","","","",""
"202","1960-03-15","Chicago Black Hawks","3","Detroit Red Wings","2","","","",""
"203","1960-03-16","Boston Bruins","3","New York Rangers","2","","","",""
"204","1960-03-17","Toronto Maple Leafs","6","Montreal Canadiens","2","","","",""
"205","1960-03-19","New York Rangers","3","Detroit Red Wings","6","","","",""
"206","1960-03-19","Boston Bruins","1","Montreal Canadiens","5","","","",""
"207","1960-03-19","Chicago Black Hawks","0","Toronto Maple Leafs","1","","","",""
"208","1960-03-20","Chicago Black Hawks","5","Boston Bruins","5","","","",""
"209","1960-03-20","Toronto Maple Leafs","3","Detroit Red Wings","2","","","",""
"210","1960-03-20","Montreal Canadiens","1","New York Rangers","3","","","",""
