"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1971-10-08","Los Angeles Kings","4","California Golden Seals","4","","","",""
"2","1971-10-08","Toronto Maple Leafs","3","Vancouver Canucks","2","","","",""
"3","1971-10-09","Minnesota North Stars","4","Detroit Red Wings","2","","","",""
"4","1971-10-09","New York Rangers","4","Montreal Canadiens","4","","","",""
"5","1971-10-09","Philadelphia Flyers","2","Pittsburgh Penguins","3","","","",""
"6","1971-10-09","Chicago Black Hawks","4","St. Louis Blues","2","","","",""
"7","1971-10-10","New York Rangers","4","Boston Bruins","1","","","",""
"8","1971-10-10","Pittsburgh Penguins","1","Buffalo Sabres","2","","","",""
"9","1971-10-10","Detroit Red Wings","1","Chicago Black Hawks","2","","","",""
"10","1971-10-10","Toronto Maple Leafs","3","California Golden Seals","3","","","",""
"11","1971-10-10","Los Angeles Kings","4","Vancouver Canucks","3","","","",""
"12","1971-10-12","Buffalo Sabres","1","St. Louis Blues","4","","","",""
"13","1971-10-12","Philadelphia Flyers","2","Vancouver Canucks","3","","","",""
"14","1971-10-13","St. Louis Blues","0","Chicago Black Hawks","1","","","",""
"15","1971-10-13","Philadelphia Flyers","5","California Golden Seals","4","","","",""
"16","1971-10-13","Pittsburgh Penguins","4","Los Angeles Kings","1","","","",""
"17","1971-10-13","Boston Bruins","6","New York Rangers","1","","","",""
"18","1971-10-14","Buffalo Sabres","2","Boston Bruins","6","","","",""
"19","1971-10-14","Montreal Canadiens","1","Minnesota North Stars","1","","","",""
"20","1971-10-15","Vancouver Canucks","9","California Golden Seals","6","","","",""
"21","1971-10-16","Philadelphia Flyers","1","Los Angeles Kings","0","","","",""
"22","1971-10-16","Chicago Black Hawks","3","Minnesota North Stars","2","","","",""
"23","1971-10-16","Buffalo Sabres","3","Montreal Canadiens","9","","","",""
"24","1971-10-16","Detroit Red Wings","2","St. Louis Blues","9","","","",""
"25","1971-10-16","New York Rangers","5","Toronto Maple Leafs","3","","","",""
"26","1971-10-16","Pittsburgh Penguins","2","Vancouver Canucks","1","","","",""
"27","1971-10-17","Toronto Maple Leafs","2","Boston Bruins","2","","","",""
