"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","2011-04-13","Nashville Predators","4","Anaheim Ducks","1","","17,174","",""
"2","2011-04-13","Phoenix Coyotes","2","Detroit Red Wings","4","","20,066","",""
"3","2011-04-13","Tampa Bay Lightning","0","Pittsburgh Penguins","3","","18,390","",""
"4","2011-04-13","Chicago Blackhawks","0","Vancouver Canucks","2","","18,860","",""
"5","2011-04-13","New York Rangers","1","Washington Capitals","2","OT","18,398","",""
"6","2011-04-14","Montreal Canadiens","2","Boston Bruins","0","","17,565","",""
"7","2011-04-14","Buffalo Sabres","1","Philadelphia Flyers","0","","19,929","",""
"8","2011-04-14","Los Angeles Kings","2","San Jose Sharks","3","OT","17,562","",""
"9","2011-04-15","Nashville Predators","3","Anaheim Ducks","5","","17,174","",""
"10","2011-04-15","Tampa Bay Lightning","5","Pittsburgh Penguins","1","","18,507","",""
"11","2011-04-15","Chicago Blackhawks","3","Vancouver Canucks","4","","18,860","",""
"12","2011-04-15","New York Rangers","0","Washington Capitals","2","","18,398","",""
"13","2011-04-16","Montreal Canadiens","3","Boston Bruins","1","","17,565","",""
"14","2011-04-16","Phoenix Coyotes","3","Detroit Red Wings","4","","20,066","",""
"15","2011-04-16","Buffalo Sabres","4","Philadelphia Flyers","5","","19,942","",""
"16","2011-04-16","Los Angeles Kings","4","San Jose Sharks","0","","17,562","",""
"17","2011-04-17","Vancouver Canucks","3","Chicago Blackhawks","2","","21,743","",""
"18","2011-04-17","Anaheim Ducks","3","Nashville Predators","4","","17,113","",""
"19","2011-04-17","Washington Capitals","2","New York Rangers","3","","18,200","",""
"20","2011-04-18","Philadelphia Flyers","4","Buffalo Sabres","2","","18,690","",""
"21","2011-04-18","Boston Bruins","4","Montreal Canadiens","2","","21,273","",""
"22","2011-04-18","Detroit Red Wings","4","Phoenix Coyotes","2","","17,130","",""
"23","2011-04-18","Pittsburgh Penguins","3","Tampa Bay Lightning","2","","20,545","",""
"24","2011-04-19","Vancouver Canucks","2","Chicago Blackhawks","7","","21,757","",""
"25","2011-04-19","San Jose Sharks","6","Los Angeles Kings","5","OT","18,216","",""
"26","2011-04-20","Philadelphia Flyers","0","Buffalo Sabres","1","","18,690","",""
"27","2011-04-20","Anaheim Ducks","6","Nashville Predators","3","","17,113","",""
"28","2011-04-20","Washington Capitals","4","New York Rangers","3","2OT","18,200","",""
"29","2011-04-20","Detroit Red Wings","6","Phoenix Coyotes","3","","17,314","",""
"30","2011-04-20","Pittsburgh Penguins","3","Tampa Bay Lightning","2","2OT","20,326","",""
