"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","2016-04-13","New York Rangers","2","Pittsburgh Penguins","5","","18,588","2:43",""
"2","2016-04-13","Chicago Blackhawks","0","St. Louis Blues","1","OT","19,241","2:50",""
"3","2016-04-13","Detroit Red Wings","2","Tampa Bay Lightning","3","","19,092","2:48",""
"4","2016-04-14","Minnesota Wild","0","Dallas Stars","4","","18,532","2:37",""
"5","2016-04-14","New York Islanders","5","Florida Panthers","4","","17,422","2:37",""
"6","2016-04-14","San Jose Sharks","4","Los Angeles Kings","3","","18,230","2:36",""
"7","2016-04-14","Philadelphia Flyers","0","Washington Capitals","2","","18,506","2:37",""
"8","2016-04-15","Nashville Predators","3","Anaheim Ducks","2","","17,236","2:42",""
"9","2016-04-15","New York Islanders","1","Florida Panthers","3","","18,373","2:39",""
"10","2016-04-15","Chicago Blackhawks","3","St. Louis Blues","2","","19,846","2:45",""
"11","2016-04-15","Detroit Red Wings","2","Tampa Bay Lightning","5","","19,092","2:51",""
"12","2016-04-16","Minnesota Wild","1","Dallas Stars","2","","18,988","2:48",""
"13","2016-04-16","San Jose Sharks","2","Los Angeles Kings","1","","18,514","2:39",""
"14","2016-04-16","New York Rangers","4","Pittsburgh Penguins","2","","18,614","2:45",""
"15","2016-04-16","Philadelphia Flyers","1","Washington Capitals","4","","18,506","2:39",""
"16","2016-04-17","Nashville Predators","3","Anaheim Ducks","2","","17,174","2:36",""
"17","2016-04-17","St. Louis Blues","3","Chicago Blackhawks","2","","22,207","2:39",""
"18","2016-04-17","Tampa Bay Lightning","0","Detroit Red Wings","2","","20,027","2:42",""
"19","2016-04-17","Florida Panthers","3","New York Islanders","4","OT","15,795","3:13",""
"20","2016-04-18","Dallas Stars","3","Minnesota Wild","5","","19,038","2:40",""
"21","2016-04-18","Washington Capitals","6","Philadelphia Flyers","1","","19,678","2:37",""
"22","2016-04-18","Los Angeles Kings","2","San Jose Sharks","1","OT","17,562","2:52",""
"23","2016-04-19","St. Louis Blues","4","Chicago Blackhawks","3","","22,212","2:49",""
"24","2016-04-19","Tampa Bay Lightning","3","Detroit Red Wings","2","","20,027","2:43",""
"25","2016-04-19","Anaheim Ducks","3","Nashville Predators","0","","17,204","2:34",""
"26","2016-04-19","Pittsburgh Penguins","3","New York Rangers","1","","18,006","2:30",""
"27","2016-04-20","Dallas Stars","3","Minnesota Wild","2","","19,080","2:39",""
"28","2016-04-20","Florida Panthers","2","New York Islanders","1","","15,795","2:40",""
"29","2016-04-20","Washington Capitals","1","Philadelphia Flyers","2","","19,692","2:41",""
"30","2016-04-20","Los Angeles Kings","2","San Jose Sharks","3","","17,562","2:34",""
"31","2016-04-21","Anaheim Ducks","4","Nashville Predators","1","","17,232","2:30",""
"32","2016-04-21","Pittsburgh Penguins","5","New York Rangers","0","","18,006","2:44",""
"33","2016-04-21","Chicago Blackhawks","4","St. Louis Blues","3","2OT","19,956","3:43",""
"34","2016-04-21","Detroit Red Wings","0","Tampa Bay Lightning","1","","19,092","2:34",""
"35","2016-04-22","Minnesota Wild","5","Dallas Stars","4","OT","18,889","3:02",""
"36","2016-04-22","New York Islanders","2","Florida Panthers","1","2OT","20,247","4:07",""
"37","2016-04-22","San Jose Sharks","6","Los Angeles Kings","3","","18,543","2:36",""
"38","2016-04-22","Philadelphia Flyers","2","Washington Capitals","0","","18,506","2:45",""
"39","2016-04-23","Nashville Predators","2","Anaheim Ducks","5","","17,360","2:40",""
"40","2016-04-23","St. Louis Blues","3","Chicago Blackhawks","6","","22,260","2:31",""
"41","2016-04-23","New York Rangers","3","Pittsburgh Penguins","6","","18,607","2:35",""
"42","2016-04-24","Dallas Stars","5","Minnesota Wild","4","","19,310","2:47",""
"43","2016-04-24","Florida Panthers","1","New York Islanders","2","2OT","15,795","3:58",""
"44","2016-04-24","Washington Capitals","1","Philadelphia Flyers","0","","19,925","2:30",""
"45","2016-04-25","Anaheim Ducks","1","Nashville Predators","3","","17,113","2:31",""
"46","2016-04-25","Chicago Blackhawks","2","St. Louis Blues","3","","19,935","2:36",""
"47","2016-04-27","Nashville Predators","2","Anaheim Ducks","1","","17,407","2:34",""
"48","2016-04-27","New York Islanders","5","Tampa Bay Lightning","3","","19,092","2:32",""
