"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1986-10-09","Calgary Flames","5","Boston Bruins","3","","","",""
"2","1986-10-09","New York Islanders","2","Chicago Blackhawks","3","","","",""
"3","1986-10-09","St. Louis Blues","4","Los Angeles Kings","3","","","",""
"4","1986-10-09","New Jersey Devils","5","New York Rangers","3","","","",""
"5","1986-10-09","Edmonton Oilers","1","Philadelphia Flyers","2","","","",""
"6","1986-10-09","Washington Capitals","4","Pittsburgh Penguins","5","","","",""
"7","1986-10-09","Detroit Red Wings","1","Quebec Nordiques","6","","","",""
"8","1986-10-09","Montreal Canadiens","4","Toronto Maple Leafs","7","","","",""
"9","1986-10-09","Buffalo Sabres","2","Winnipeg Jets","3","","","",""
"10","1986-10-11","Chicago Blackhawks","3","Detroit Red Wings","4","","","",""
"11","1986-10-11","Calgary Flames","5","Hartford Whalers","6","","","",""
"12","1986-10-11","New York Islanders","4","Los Angeles Kings","5","","","",""
"13","1986-10-11","Edmonton Oilers","5","Montreal Canadiens","4","OT","","",""
"14","1986-10-11","Boston Bruins","4","New Jersey Devils","5","","","",""
"15","1986-10-11","New York Rangers","5","Pittsburgh Penguins","6","OT","","",""
"16","1986-10-11","Minnesota North Stars","4","Quebec Nordiques","4","OT","","",""
"17","1986-10-11","Buffalo Sabres","5","Toronto Maple Leafs","5","OT","","",""
"18","1986-10-11","St. Louis Blues","3","Vancouver Canucks","4","","","",""
"19","1986-10-11","Philadelphia Flyers","6","Washington Capitals","1","","","",""
"20","1986-10-12","Hartford Whalers","2","Boston Bruins","7","","","",""
"21","1986-10-12","Calgary Flames","4","Buffalo Sabres","2","","","",""
"22","1986-10-12","Pittsburgh Penguins","4","Chicago Blackhawks","1","","","",""
"23","1986-10-12","Edmonton Oilers","3","Winnipeg Jets","5","","","",""
"24","1986-10-13","Minnesota North Stars","4","Montreal Canadiens","6","","","",""
"25","1986-10-13","Washington Capitals","7","New York Rangers","6","OT","","",""
"26","1986-10-13","Quebec Nordiques","7","Vancouver Canucks","1","","","",""
"27","1986-10-14","Los Angeles Kings","3","Pittsburgh Penguins","4","OT","","",""
"28","1986-10-14","St. Louis Blues","1","Toronto Maple Leafs","1","OT","","",""
"29","1986-10-14","Boston Bruins","2","Winnipeg Jets","1","","","",""
"30","1986-10-15","Montreal Canadiens","0","Buffalo Sabres","0","OT","","",""
"31","1986-10-15","New York Rangers","5","Chicago Blackhawks","5","OT","","",""
"32","1986-10-15","Los Angeles Kings","4","Detroit Red Wings","3","OT","","",""
"33","1986-10-15","Quebec Nordiques","2","Edmonton Oilers","5","","","",""
"34","1986-10-15","Vancouver Canucks","2","New Jersey Devils","3","","","",""
"35","1986-10-16","Quebec Nordiques","4","Calgary Flames","2","","","",""
"36","1986-10-16","Winnipeg Jets","4","Hartford Whalers","4","OT","","",""
"37","1986-10-16","Boston Bruins","5","Minnesota North Stars","3","","","",""
"38","1986-10-16","Washington Capitals","4","New York Islanders","7","","","",""
"39","1986-10-16","Vancouver Canucks","2","Philadelphia Flyers","6","","","",""
"40","1986-10-17","Pittsburgh Penguins","7","Buffalo Sabres","3","","","",""
"41","1986-10-17","Detroit Red Wings","3","Edmonton Oilers","4","","","",""
"42","1986-10-17","Toronto Maple Leafs","3","New Jersey Devils","2","","","",""
"43","1986-10-18","Detroit Red Wings","5","Calgary Flames","3","","","",""
"44","1986-10-18","Philadelphia Flyers","6","Hartford Whalers","3","","","",""
"45","1986-10-18","Boston Bruins","4","Los Angeles Kings","1","","","",""
