"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1967-10-11","Detroit Red Wings","4","Boston Bruins","4","","","",""
"2","1967-10-11","New York Rangers","6","Chicago Black Hawks","3","","","",""
"3","1967-10-11","Philadelphia Flyers","1","Oakland Seals","5","","","",""
"4","1967-10-11","Montreal Canadiens","2","Pittsburgh Penguins","1","","","",""
"5","1967-10-11","Minnesota North Stars","2","St. Louis Blues","2","","","",""
"6","1967-10-13","Pittsburgh Penguins","3","St. Louis Blues","1","","","",""
"7","1967-10-14","Philadelphia Flyers","2","Los Angeles Kings","4","","","",""
"8","1967-10-14","Detroit Red Wings","2","Montreal Canadiens","6","","","",""
"9","1967-10-14","Minnesota North Stars","0","Oakland Seals","6","","","",""
"10","1967-10-14","St. Louis Blues","4","Pittsburgh Penguins","2","","","",""
"11","1967-10-14","Chicago Black Hawks","1","Toronto Maple Leafs","5","","","",""
"12","1967-10-15","Montreal Canadiens","2","Boston Bruins","6","","","",""
"13","1967-10-15","Toronto Maple Leafs","5","Chicago Black Hawks","3","","","",""
"14","1967-10-15","New York Rangers","2","Detroit Red Wings","3","","","",""
"15","1967-10-15","Minnesota North Stars","3","Los Angeles Kings","5","","","",""
"16","1967-10-18","Boston Bruins","7","Chicago Black Hawks","1","","","",""
"17","1967-10-18","Montreal Canadiens","2","New York Rangers","2","","","",""
"18","1967-10-18","Los Angeles Kings","2","Oakland Seals","2","","","",""
"19","1967-10-18","Minnesota North Stars","3","Pittsburgh Penguins","3","","","",""
"20","1967-10-18","Philadelphia Flyers","2","St. Louis Blues","1","","","",""
"21","1967-10-18","Detroit Red Wings","3","Toronto Maple Leafs","2","","","",""
"22","1967-10-19","Boston Bruins","6","Detroit Red Wings","3","","","",""
"23","1967-10-19","Toronto Maple Leafs","0","Montreal Canadiens","1","","","",""
"24","1967-10-19","Pittsburgh Penguins","0","Philadelphia Flyers","1","","","",""
"25","1967-10-21","Oakland Seals","1","Minnesota North Stars","3","","","",""
"26","1967-10-21","Boston Bruins","2","Montreal Canadiens","4","","","",""
"27","1967-10-21","Chicago Black Hawks","2","Pittsburgh Penguins","4","","","",""
"28","1967-10-21","Los Angeles Kings","3","St. Louis Blues","3","","","",""
"29","1967-10-21","New York Rangers","5","Toronto Maple Leafs","3","","","",""
"30","1967-10-22","Los Angeles Kings","5","Chicago Black Hawks","3","","","",""
"31","1967-10-22","St. Louis Blues","0","Detroit Red Wings","1","","","",""
"32","1967-10-22","Pittsburgh Penguins","4","New York Rangers","6","","","",""
"33","1967-10-22","Oakland Seals","2","Philadelphia Flyers","5","","","",""
"34","1967-10-25","St. Louis Blues","2","Minnesota North Stars","3","","","",""
"35","1967-10-25","Chicago Black Hawks","2","New York Rangers","2","","","",""
"36","1967-10-25","Oakland Seals","1","Pittsburgh Penguins","4","","","",""
"37","1967-10-25","Los Angeles Kings","2","Toronto Maple Leafs","4","","","",""
"38","1967-10-26","Los Angeles Kings","0","Boston Bruins","2","","","",""
"39","1967-10-26","Oakland Seals","2","Detroit Red Wings","8","","","",""
"40","1967-10-26","New York Rangers","1","Montreal Canadiens","1","","","",""
"41","1967-10-28","Chicago Black Hawks","4","Minnesota North Stars","2","","","",""
"42","1967-10-28","St. Louis Blues","1","Montreal Canadiens","4","","","",""
"43","1967-10-28","Detroit Red Wings","3","Philadelphia Flyers","1","","","",""
"44","1967-10-28","Los Angeles Kings","5","Pittsburgh Penguins","3","","","",""
