"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1973-10-06","New York Golden Blades/New Jersey Knights","2","Cleveland Crusaders","2","","","",""
"2","1973-10-07","New England Whalers","2","Quebec Nordiques","4","","","",""
"3","1973-10-07","Chicago Cougars","4","Toronto Toros","4","","","",""
"4","1973-10-09","Quebec Nordiques","2","New England Whalers","3","","","",""
"5","1973-10-09","New York Golden Blades/New Jersey Knights","3","Toronto Toros","3","","","",""
"6","1973-10-10","Winnipeg Jets","3","Vancouver Blazers","4","OT","","",""
"7","1973-10-11","Chicago Cougars","4","New York Golden Blades/New Jersey Knights","3","","","",""
"8","1973-10-11","Quebec Nordiques","4","Toronto Toros","1","","","",""
"9","1973-10-12","Winnipeg Jets","4","Edmonton Oilers","6","","","",""
"10","1973-10-12","Vancouver Blazers","4","Minnesota Fighting Saints","5","","","",""
"11","1973-10-13","Quebec Nordiques","3","Cleveland Crusaders","6","","","",""
"12","1973-10-13","Houston Aeros","4","Los Angeles Sharks","3","","","",""
"13","1973-10-13","Chicago Cougars","4","New England Whalers","6","","","",""
"14","1973-10-14","Chicago Cougars","2","Cleveland Crusaders","3","OT","","",""
"15","1973-10-14","Houston Aeros","2","Edmonton Oilers","5","","","",""
"16","1973-10-14","New England Whalers","2","New York Golden Blades/New Jersey Knights","1","OT","","",""
"17","1973-10-14","Minnesota Fighting Saints","5","Toronto Toros","2","","","",""
"18","1973-10-14","Vancouver Blazers","3","Winnipeg Jets","6","","","",""
"19","1973-10-15","Minnesota Fighting Saints","3","New England Whalers","3","","","",""
"20","1973-10-16","Toronto Toros","3","Los Angeles Sharks","0","","","",""
"21","1973-10-17","Winnipeg Jets","3","New England Whalers","1","","","",""
"22","1973-10-17","Houston Aeros","7","Vancouver Blazers","2","","","",""
"23","1973-10-18","Chicago Cougars","7","Los Angeles Sharks","2","","","",""
"24","1973-10-18","Winnipeg Jets","6","New York Golden Blades/New Jersey Knights","1","","","",""
"25","1973-10-18","Toronto Toros","2","Quebec Nordiques","5","","","",""
"26","1973-10-19","Vancouver Blazers","3","Edmonton Oilers","1","","","",""
"27","1973-10-19","New England Whalers","0","Minnesota Fighting Saints","1","","","",""
"28","1973-10-20","Toronto Toros","4","Cleveland Crusaders","6","","","",""
"29","1973-10-20","New York Golden Blades/New Jersey Knights","1","Quebec Nordiques","8","","","",""
"30","1973-10-20","Chicago Cougars","3","Vancouver Blazers","4","","","",""
"31","1973-10-21","Chicago Cougars","1","Edmonton Oilers","4","","","",""
"32","1973-10-21","Cleveland Crusaders","2","Houston Aeros","0","","","",""
"33","1973-10-21","Quebec Nordiques","3","New York Golden Blades/New Jersey Knights","4","","","",""
"34","1973-10-21","New England Whalers","4","Toronto Toros","3","","","",""
"35","1973-10-21","Los Angeles Sharks","4","Vancouver Blazers","1","","","",""
"36","1973-10-21","Minnesota Fighting Saints","1","Winnipeg Jets","2","OT","","",""
"37","1973-10-22","New York Golden Blades/New Jersey Knights","1","New England Whalers","4","","","",""
"38","1973-10-23","Toronto Toros","2","Edmonton Oilers","4","","","",""
"39","1973-10-23","Cleveland Crusaders","3","Los Angeles Sharks","4","","","",""
"40","1973-10-24","Los Angeles Sharks","2","Houston Aeros","6","","","",""
"41","1973-10-24","Minnesota Fighting Saints","2","New York Golden Blades/New Jersey Knights","5","","","",""
"42","1973-10-24","Toronto Toros","7","Vancouver Blazers","4","","","",""
