"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1976-04-06","Atlanta Flames","1","Los Angeles Kings","2","","","",""
"2","1976-04-06","Vancouver Canucks","3","New York Islanders","5","","","",""
"3","1976-04-06","Buffalo Sabres","2","St. Louis Blues","5","","","",""
"4","1976-04-06","Pittsburgh Penguins","1","Toronto Maple Leafs","4","","","",""
"5","1976-04-08","Los Angeles Kings","1","Atlanta Flames","0","","","",""
"6","1976-04-08","St. Louis Blues","2","Buffalo Sabres","3","OT","","",""
"7","1976-04-08","Toronto Maple Leafs","0","Pittsburgh Penguins","2","","","",""
"8","1976-04-08","New York Islanders","3","Vancouver Canucks","1","","","",""
"9","1976-04-09","St. Louis Blues","1","Buffalo Sabres","2","OT","","",""
"10","1976-04-09","Pittsburgh Penguins","0","Toronto Maple Leafs","4","","","",""
"11","1976-04-11","Los Angeles Kings","0","Boston Bruins","4","","","",""
"12","1976-04-11","New York Islanders","3","Buffalo Sabres","5","","","",""
"13","1976-04-11","Chicago Black Hawks","0","Montreal Canadiens","4","","","",""
"14","1976-04-12","Toronto Maple Leafs","1","Philadelphia Flyers","4","","","",""
"15","1976-04-13","Los Angeles Kings","3","Boston Bruins","2","OT","","",""
"16","1976-04-13","New York Islanders","2","Buffalo Sabres","3","OT","","",""
"17","1976-04-13","Chicago Black Hawks","1","Montreal Canadiens","3","","","",""
"18","1976-04-13","Toronto Maple Leafs","1","Philadelphia Flyers","3","","","",""
"19","1976-04-15","Montreal Canadiens","2","Chicago Black Hawks","1","","","",""
"20","1976-04-15","Boston Bruins","4","Los Angeles Kings","6","","","",""
"21","1976-04-15","Buffalo Sabres","3","New York Islanders","5","","","",""
"22","1976-04-15","Philadelphia Flyers","4","Toronto Maple Leafs","5","","","",""
"23","1976-04-17","Boston Bruins","3","Los Angeles Kings","0","","","",""
"24","1976-04-17","Buffalo Sabres","2","New York Islanders","4","","","",""
"25","1976-04-17","Philadelphia Flyers","3","Toronto Maple Leafs","4","","","",""
"26","1976-04-18","Montreal Canadiens","4","Chicago Black Hawks","1","","","",""
"27","1976-04-20","Los Angeles Kings","1","Boston Bruins","7","","","",""
"28","1976-04-20","New York Islanders","4","Buffalo Sabres","3","","","",""
"29","1976-04-20","Toronto Maple Leafs","1","Philadelphia Flyers","7","","","",""
"30","1976-04-22","Boston Bruins","3","Los Angeles Kings","4","OT","","",""
"31","1976-04-22","Buffalo Sabres","2","New York Islanders","3","","","",""
"32","1976-04-22","Philadelphia Flyers","5","Toronto Maple Leafs","8","","","",""
"33","1976-04-25","Los Angeles Kings","0","Boston Bruins","3","","","",""
"34","1976-04-25","Toronto Maple Leafs","3","Philadelphia Flyers","7","","","",""
"35","1976-04-27","New York Islanders","2","Montreal Canadiens","3","","","",""
"36","1976-04-27","Boston Bruins","4","Philadelphia Flyers","2","","","",""
"37","1976-04-29","New York Islanders","3","Montreal Canadiens","4","","","",""
"38","1976-04-29","Boston Bruins","1","Philadelphia Flyers","2","OT","","",""
"39","1976-05-01","Montreal Canadiens","3","New York Islanders","2","","","",""
"40","1976-05-02","Philadelphia Flyers","5","Boston Bruins","2","","","",""
"41","1976-05-04","Philadelphia Flyers","4","Boston Bruins","2","","","",""
"42","1976-05-04","Montreal Canadiens","2","New York Islanders","5","","","",""
"43","1976-05-06","New York Islanders","2","Montreal Canadiens","5","","","",""
"44","1976-05-06","Boston Bruins","3","Philadelphia Flyers","6","","","",""
"45","1976-05-09","Philadelphia Flyers","3","Montreal Canadiens","4","","","",""
"46","1976-05-11","Philadelphia Flyers","1","Montreal Canadiens","2","","","",""
"47","1976-05-13","Montreal Canadiens","3","Philadelphia Flyers","2","","","",""
"48","1976-05-16","Montreal Canadiens","5","Philadelphia Flyers","3","","","",""
