"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1942-03-21","New York Rangers","1","Toronto Maple Leafs","3","","","",""
"2","1942-03-22","Boston Bruins","2","Chicago Black Hawks","1","OT","","",""
"3","1942-03-22","Montreal Canadiens","1","Detroit Red Wings","2","","","",""
"4","1942-03-22","Toronto Maple Leafs","4","New York Rangers","2","","","",""
"5","1942-03-24","Chicago Black Hawks","4","Boston Bruins","0","","","",""
"6","1942-03-24","Detroit Red Wings","0","Montreal Canadiens","5","","","",""
"7","1942-03-24","Toronto Maple Leafs","0","New York Rangers","3","","","",""
"8","1942-03-26","Chicago Black Hawks","2","Boston Bruins","3","","","",""
"9","1942-03-26","Montreal Canadiens","2","Detroit Red Wings","6","","","",""
"10","1942-03-28","New York Rangers","1","Toronto Maple Leafs","2","","","",""
"11","1942-03-29","Detroit Red Wings","6","Boston Bruins","4","","","",""
"12","1942-03-29","Toronto Maple Leafs","1","New York Rangers","3","","","",""
"13","1942-03-31","Boston Bruins","1","Detroit Red Wings","3","","","",""
"14","1942-03-31","New York Rangers","2","Toronto Maple Leafs","3","","","",""
"15","1942-04-04","Detroit Red Wings","3","Toronto Maple Leafs","2","","","",""
"16","1942-04-07","Detroit Red Wings","4","Toronto Maple Leafs","2","","","",""
"17","1942-04-09","Toronto Maple Leafs","2","Detroit Red Wings","5","","","",""
"18","1942-04-12","Toronto Maple Leafs","4","Detroit Red Wings","3","","","",""
"19","1942-04-14","Detroit Red Wings","3","Toronto Maple Leafs","9","","","",""
"20","1942-04-16","Toronto Maple Leafs","3","Detroit Red Wings","0","","","",""
"21","1942-04-18","Detroit Red Wings","1","Toronto Maple Leafs","3","","","",""
