"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1928-03-27","Pittsburgh Pirates","0","New York Rangers","4","","","",""
"2","1928-03-27","Montreal Maroons","1","Ottawa Senators","0","","","",""
"3","1928-03-29","Ottawa Senators","1","Montreal Maroons","2","","","",""
"4","1928-03-29","Pittsburgh Pirates","4","New York Rangers","2","","","",""
"5","1928-03-31","Montreal Canadiens","2","Montreal Maroons","2","","","",""
"6","1928-03-31","Boston Bruins","1","New York Rangers","1","","","",""
"7","1928-04-03","New York Rangers","4","Boston Bruins","1","","","",""
"8","1928-04-03","Montreal Maroons","1","Montreal Canadiens","0","OT","","",""
"9","1928-04-05","New York Rangers","0","Montreal Maroons","2","","","",""
"10","1928-04-07","New York Rangers","2","Montreal Maroons","1","OT","","",""
"11","1928-04-10","New York Rangers","0","Montreal Maroons","2","","","",""
"12","1928-04-12","New York Rangers","1","Montreal Maroons","0","","","",""
"13","1928-04-14","New York Rangers","2","Montreal Maroons","1","","","",""
