"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1971-04-07","Montreal Canadiens","1","Boston Bruins","3","","","",""
"2","1971-04-07","Philadelphia Flyers","2","Chicago Black Hawks","5","","","",""
"3","1971-04-07","Toronto Maple Leafs","4","New York Rangers","5","","","",""
"4","1971-04-07","Minnesota North Stars","3","St. Louis Blues","2","","","",""
"5","1971-04-08","Montreal Canadiens","7","Boston Bruins","5","","","",""
"6","1971-04-08","Philadelphia Flyers","2","Chicago Black Hawks","6","","","",""
"7","1971-04-08","Toronto Maple Leafs","4","New York Rangers","1","","","",""
"8","1971-04-08","Minnesota North Stars","2","St. Louis Blues","4","","","",""
"9","1971-04-10","St. Louis Blues","3","Minnesota North Stars","0","","","",""
"10","1971-04-10","Boston Bruins","1","Montreal Canadiens","3","","","",""
"11","1971-04-10","Chicago Black Hawks","3","Philadelphia Flyers","2","","","",""
"12","1971-04-10","New York Rangers","1","Toronto Maple Leafs","3","","","",""
"13","1971-04-11","St. Louis Blues","1","Minnesota North Stars","2","","","",""
"14","1971-04-11","Boston Bruins","5","Montreal Canadiens","2","","","",""
"15","1971-04-11","Chicago Black Hawks","6","Philadelphia Flyers","2","","","",""
"16","1971-04-11","New York Rangers","4","Toronto Maple Leafs","2","","","",""
"17","1971-04-13","Montreal Canadiens","3","Boston Bruins","7","","","",""
"18","1971-04-13","Toronto Maple Leafs","1","New York Rangers","3","","","",""
"19","1971-04-13","Minnesota North Stars","4","St. Louis Blues","3","","","",""
"20","1971-04-15","St. Louis Blues","2","Minnesota North Stars","5","","","",""
"21","1971-04-15","Boston Bruins","3","Montreal Canadiens","8","","","",""
"22","1971-04-15","New York Rangers","2","Toronto Maple Leafs","1","OT","","",""
"23","1971-04-18","Montreal Canadiens","4","Boston Bruins","2","","","",""
"24","1971-04-18","New York Rangers","2","Chicago Black Hawks","1","OT","","",""
"25","1971-04-20","New York Rangers","0","Chicago Black Hawks","3","","","",""
"26","1971-04-20","Minnesota North Stars","2","Montreal Canadiens","7","","","",""
"27","1971-04-22","Minnesota North Stars","6","Montreal Canadiens","3","","","",""
"28","1971-04-22","Chicago Black Hawks","1","New York Rangers","4","","","",""
"29","1971-04-24","Montreal Canadiens","6","Minnesota North Stars","3","","","",""
"30","1971-04-25","Montreal Canadiens","2","Minnesota North Stars","5","","","",""
"31","1971-04-25","Chicago Black Hawks","7","New York Rangers","1","","","",""
"32","1971-04-27","New York Rangers","2","Chicago Black Hawks","3","OT","","",""
"33","1971-04-27","Minnesota North Stars","1","Montreal Canadiens","6","","","",""
"34","1971-04-29","Montreal Canadiens","3","Minnesota North Stars","2","","","",""
"35","1971-04-29","Chicago Black Hawks","2","New York Rangers","3","3OT","","",""
"36","1971-05-02","New York Rangers","2","Chicago Black Hawks","4","","","",""
"37","1971-05-04","Montreal Canadiens","1","Chicago Black Hawks","2","OT","","",""
"38","1971-05-06","Montreal Canadiens","3","Chicago Black Hawks","5","","","",""
"39","1971-05-09","Chicago Black Hawks","2","Montreal Canadiens","4","","","",""
"40","1971-05-11","Chicago Black Hawks","2","Montreal Canadiens","5","","","",""
"41","1971-05-13","Montreal Canadiens","0","Chicago Black Hawks","2","","","",""
"42","1971-05-16","Chicago Black Hawks","3","Montreal Canadiens","4","","","",""
"43","1971-05-18","Montreal Canadiens","3","Chicago Black Hawks","2","","","",""
