"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1951-03-27","Montreal Canadiens","3","Detroit Red Wings","2","4OT","","",""
"2","1951-03-28","Boston Bruins","2","Toronto Maple Leafs","0","","","",""
"3","1951-03-29","Montreal Canadiens","1","Detroit Red Wings","0","3OT","","",""
"4","1951-03-31","Detroit Red Wings","2","Montreal Canadiens","0","","","",""
"5","1951-03-31","Boston Bruins","1","Toronto Maple Leafs","1","OT","","","Game called due to local curfew law"
"6","1951-04-01","Toronto Maple Leafs","3","Boston Bruins","0","","","",""
"7","1951-04-03","Toronto Maple Leafs","3","Boston Bruins","1","","","",""
"8","1951-04-03","Detroit Red Wings","4","Montreal Canadiens","1","","","",""
"9","1951-04-05","Montreal Canadiens","5","Detroit Red Wings","2","","","",""
"10","1951-04-07","Detroit Red Wings","2","Montreal Canadiens","3","","","",""
"11","1951-04-07","Boston Bruins","1","Toronto Maple Leafs","4","","","",""
"12","1951-04-08","Toronto Maple Leafs","6","Boston Bruins","0","","","",""
"13","1951-04-11","Montreal Canadiens","2","Toronto Maple Leafs","3","OT","","",""
"14","1951-04-14","Montreal Canadiens","3","Toronto Maple Leafs","2","OT","","",""
"15","1951-04-17","Toronto Maple Leafs","2","Montreal Canadiens","1","OT","","",""
"16","1951-04-19","Toronto Maple Leafs","3","Montreal Canadiens","2","OT","","",""
"17","1951-04-21","Montreal Canadiens","2","Toronto Maple Leafs","3","OT","","",""
