"Date","GameID","HomeTeam","AwayTeam","HomeWin","AwayWin","Draw"
2021-10-12,2021020001,"Tampa Bay Lightning","Pittsburgh Penguins",0.50507104,0.268383594,0.226545366
2021-10-12,2021020002,"Vegas Golden Knights","Seattle Kraken",0.452912187,0.312619333,0.234468479
2021-10-13,2021020003,"Toronto Maple Leafs","Montreal Canadiens",0.480936867388304,0.270493369315409,0.248569763296287
2021-10-13,2021020004,"Washington Capitals","New York Rangers",0.436106873089166,0.333745950335185,0.230147176575649
2021-10-13,2021020005,"Colorado Avalanche","Chicago Blackhawks",0.602729334494973,0.206997114885055,0.190273550619971
2021-10-13,2021020006,"Edmonton Oilers","Vancouver Canucks",0.52339868359056,0.256471377431133,0.220129938978308
2021-10-13,2021020015,"Anaheim Ducks","Winnipeg Jets",0.261265376488346,0.485687978897026,0.253046644614628
2021-10-14,2021020007,"Buffalo Sabres","Montreal Canadiens",0.313170864993141,0.429538917455112,0.257290217551748
2021-10-14,2021020008,"Ottawa Senators","Toronto Maple Leafs",0.287273559153181,0.485894929010113,0.226831511836707
2021-10-14,2021020009,"Detroit Red Wings","Tampa Bay Lightning",0.201585795660445,0.568398500640909,0.230015703698646
2021-10-14,2021020010,"Florida Panthers","Pittsburgh Penguins",0.407702174375664,0.377284868638461,0.215012956985875
2021-10-14,2021020011,"New York Rangers","Dallas Stars",0.412241958747637,0.336596528355415,0.251161512896948
2021-10-14,2021020012,"Carolina Hurricanes","New York Islanders",0.416302620633918,0.312586453335095,0.271110926030987
2021-10-14,2021020013,"Columbus Blue Jackets","Arizona Coyotes",0.390229679812006,0.353709575004658,0.256060745183336
2021-10-14,2021020014,"Nashville Predators","Seattle Kraken",0.425534029601766,0.377221500272573,0.197244470125662
2021-10-14,2021020016,"Los Angeles Kings","Vegas Golden Knights",0.224331036950761,0.531156579621451,0.244512383427788
2021-10-15,2021020017,"New Jersey Devils","Chicago Blackhawks",0.360067888159178,0.410881154631623,0.229050957209199
2021-10-15,2021020018,"Philadelphia Flyers","Vancouver Canucks",0.469448275358237,0.308862674723436,0.221689049918327
2021-10-15,2021020019,"Anaheim Ducks","Minnesota Wild",0.293323120682674,0.45929976874342,0.247377110573906
2021-10-16,2021020020,"Boston Bruins","Dallas Stars",0.455480724914786,0.28390031902306,0.260618956062154
2021-10-16,2021020021,"Buffalo Sabres","Arizona Coyotes",0.420583615527292,0.339430099004458,0.23998628546825
2021-10-16,2021020022,"Toronto Maple Leafs","Ottawa Senators",0.56204525607972,0.225871966632956,0.212082777287323
2021-10-16,2021020023,"Montreal Canadiens","New York Rangers",0.361119956937101,0.380045412047696,0.258834631015202
2021-10-16,2021020024,"Detroit Red Wings","Vancouver Canucks",0.394415743636436,0.356624977504348,0.248959278859216
2021-10-16,2021020025,"Florida Panthers","New York Islanders",0.422723847653335,0.326254562921239,0.251021589425426
2021-10-16,2021020026,"Pittsburgh Penguins","Chicago Blackhawks",0.576473379718271,0.233082357140922,0.190444263140808
2021-10-16,2021020027,"Washington Capitals","Tampa Bay Lightning",0.360151131167845,0.40349800242277,0.236350866409385
2021-10-16,2021020028,"Columbus Blue Jackets","Seattle Kraken",0.292192455164921,0.514597328088337,0.193210216746742
2021-10-16,2021020029,"Nashville Predators","Carolina Hurricanes",0.326614866589902,0.417947243391831,0.255437890018267
2021-10-16,2021020030,"Colorado Avalanche","St. Louis Blues",0.596464059526935,0.202972492879016,0.200563447594049
2021-10-16,2021020031,"Edmonton Oilers","Calgary Flames",0.457092037710692,0.303477693403711,0.239430268885597
2021-10-16,2021020032,"Los Angeles Kings","Minnesota Wild",0.339535997160394,0.409262790644965,0.251201212194641
2021-10-16,2021020033,"San Jose Sharks","Winnipeg Jets",0.316796095696134,0.444424153141273,0.238779751162592
2021-10-17,2021020034,"Ottawa Senators","Dallas Stars",0.297524191864212,0.456088431438696,0.246387376697092
2021-10-18,2021020035,"Toronto Maple Leafs","New York Rangers",0.438289692527634,0.317871983796326,0.243838323676039
2021-10-18,2021020036,"Philadelphia Flyers","Seattle Kraken",0.359827383656655,0.410300801642805,0.229871814700539
2021-10-18,2021020037,"Calgary Flames","Anaheim Ducks",0.516847210537732,0.239732894328057,0.243419895134211
2021-10-18,2021020038,"Arizona Coyotes","St. Louis Blues",0.351928226235608,0.40832414634471,0.239747627419682
2021-10-19,2021020039,"Buffalo Sabres","Vancouver Canucks",0.429966418939462,0.331254819290724,0.238778761769814
2021-10-19,2021020040,"Montreal Canadiens","San Jose Sharks",0.48929233440238,0.270890098056074,0.239817567541546
2021-10-19,2021020041,"Detroit Red Wings","Columbus Blue Jackets",0.370178780235628,0.369007620589887,0.260813599174486
2021-10-19,2021020042,"Tampa Bay Lightning","Florida Panthers",0.478466893732437,0.298867365879058,0.222665740388505
2021-10-19,2021020043,"New Jersey Devils","Seattle Kraken",0.525384973807324,0.249866204023696,0.22474882216898
2021-10-19,2021020044,"Pittsburgh Penguins","Dallas Stars",0.505015439445794,0.264728899475234,0.230255661078972
2021-10-19,2021020045,"Washington Capitals","Colorado Avalanche",0.393188345200862,0.37301821116783,0.233793443631308
2021-10-19,2021020046,"Chicago Blackhawks","New York Islanders",0.31150678877621,0.440287660282431,0.24820555094136
2021-10-19,2021020047,"Nashville Predators","Los Angeles Kings",0.511393503769135,0.247572685949339,0.241033810281526
2021-10-19,2021020048,"Minnesota Wild","Winnipeg Jets",0.45883323907337,0.299463094295043,0.241703666631587
2021-10-19,2021020049,"Edmonton Oilers","Anaheim Ducks",0.557912449566306,0.214817563053392,0.227269987380302
2021-10-20,2021020050,"Philadelphia Flyers","Boston Bruins",0.290729650208534,0.473948901686425,0.235321448105041
2021-10-20,2021020051,"Vegas Golden Knights","St. Louis Blues",0.51934601927369,0.251332547815358,0.229321432910952
2021-10-21,2021020052,"Montreal Canadiens","Carolina Hurricanes",0.235346633291989,0.519205282016032,0.245448084691979
2021-10-21,2021020053,"Ottawa Senators","San Jose Sharks",0.421978953279201,0.349498161453609,0.22852288526719
