"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1962-03-27","Chicago Black Hawks","1","Montreal Canadiens","2","","","",""
"2","1962-03-27","New York Rangers","2","Toronto Maple Leafs","4","","","",""
"3","1962-03-29","Chicago Black Hawks","3","Montreal Canadiens","4","","","",""
"4","1962-03-29","New York Rangers","1","Toronto Maple Leafs","2","","","",""
"5","1962-04-01","Montreal Canadiens","1","Chicago Black Hawks","4","","","",""
"6","1962-04-01","Toronto Maple Leafs","4","New York Rangers","5","","","",""
"7","1962-04-03","Montreal Canadiens","3","Chicago Black Hawks","5","","","",""
"8","1962-04-03","Toronto Maple Leafs","2","New York Rangers","4","","","",""
"9","1962-04-05","Chicago Black Hawks","4","Montreal Canadiens","3","","","",""
"10","1962-04-05","New York Rangers","2","Toronto Maple Leafs","3","2OT","","",""
"11","1962-04-07","New York Rangers","1","Toronto Maple Leafs","7","","","",""
"12","1962-04-08","Montreal Canadiens","0","Chicago Black Hawks","2","","","",""
"13","1962-04-10","Chicago Black Hawks","1","Toronto Maple Leafs","4","","","",""
"14","1962-04-12","Chicago Black Hawks","2","Toronto Maple Leafs","3","","","",""
"15","1962-04-15","Toronto Maple Leafs","0","Chicago Black Hawks","3","","","",""
"16","1962-04-17","Toronto Maple Leafs","1","Chicago Black Hawks","4","","","",""
"17","1962-04-19","Chicago Black Hawks","4","Toronto Maple Leafs","8","","","",""
"18","1962-04-22","Toronto Maple Leafs","2","Chicago Black Hawks","1","","","",""
