"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1974-04-06","Edmonton Oilers","1","Minnesota Fighting Saints","2","","","",""
"2","1974-04-06","Chicago Cougars","4","New England Whalers","6","","","",""
"3","1974-04-07","Edmonton Oilers","5","Minnesota Fighting Saints","8","","","",""
"4","1974-04-07","Chicago Cougars","3","New England Whalers","4","OT","","",""
"5","1974-04-07","Cleveland Crusaders","0","Toronto Toros","4","","","",""
"6","1974-04-08","Houston Aeros","5","Winnipeg Jets","2","","","",""
"7","1974-04-09","New England Whalers","6","Chicago Cougars","8","","","",""
"8","1974-04-09","Cleveland Crusaders","3","Toronto Toros","4","","","",""
"9","1974-04-10","New England Whalers","1","Chicago Cougars","2","OT","","",""
"10","1974-04-10","Minnesota Fighting Saints","6","Edmonton Oilers","2","","","",""
"11","1974-04-10","Houston Aeros","3","Winnipeg Jets","2","","","",""
"12","1974-04-12","Toronto Toros","4","Cleveland Crusaders","2","","","",""
"13","1974-04-12","Minnesota Fighting Saints","1","Edmonton Oilers","2","","","",""
"14","1974-04-12","Chicago Cougars","4","New England Whalers","2","","","",""
"15","1974-04-13","Toronto Toros","2","Cleveland Crusaders","3","OT","","",""
"16","1974-04-13","Winnipeg Jets","1","Houston Aeros","10","","","",""
"17","1974-04-14","New England Whalers","2","Chicago Cougars","0","","","",""
"18","1974-04-14","Winnipeg Jets","4","Houston Aeros","5","","","",""
"19","1974-04-14","Edmonton Oilers","4","Minnesota Fighting Saints","5","","","",""
"20","1974-04-15","Cleveland Crusaders","1","Toronto Toros","4","","","",""
"21","1974-04-16","Chicago Cougars","3","New England Whalers","2","","","",""
"22","1974-04-18","Minnesota Fighting Saints","5","Houston Aeros","4","OT","","",""
"23","1974-04-19","Chicago Cougars","4","Toronto Toros","6","","","",""
"24","1974-04-20","Minnesota Fighting Saints","2","Houston Aeros","5","","","",""
"25","1974-04-21","Houston Aeros","1","Minnesota Fighting Saints","4","","","",""
"26","1974-04-22","Chicago Cougars","4","Toronto Toros","3","","","",""
"27","1974-04-28","Toronto Toros","2","Chicago Cougars","3","","","",""
"28","1974-04-28","Houston Aeros","4","Minnesota Fighting Saints","1","","","",""
"29","1974-04-29","Minnesota Fighting Saints","4","Houston Aeros","9","","","",""
"30","1974-04-30","Toronto Toros","7","Chicago Cougars","6","","","",""
"31","1974-05-01","Houston Aeros","3","Minnesota Fighting Saints","1","","","",""
"32","1974-05-01","Chicago Cougars","3","Toronto Toros","5","","","",""
"33","1974-05-04","Toronto Toros","2","Chicago Cougars","9","","","",""
"34","1974-05-06","Chicago Cougars","5","Toronto Toros","2","","","",""
"35","1974-05-12","Houston Aeros","3","Chicago Cougars","2","","","",""
"36","1974-05-15","Houston Aeros","6","Chicago Cougars","1","","","",""
"37","1974-05-17","Chicago Cougars","4","Houston Aeros","7","","","",""
"38","1974-05-19","Chicago Cougars","2","Houston Aeros","6","","","",""
