"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1957-03-26","Boston Bruins","3","Detroit Red Wings","1","","","",""
"2","1957-03-26","Montreal Canadiens","4","New York Rangers","1","","","",""
"3","1957-03-28","Boston Bruins","2","Detroit Red Wings","7","","","",""
"4","1957-03-28","Montreal Canadiens","3","New York Rangers","4","OT","","",""
"5","1957-03-30","New York Rangers","3","Montreal Canadiens","8","","","",""
"6","1957-03-31","Detroit Red Wings","3","Boston Bruins","4","","","",""
"7","1957-04-02","Detroit Red Wings","0","Boston Bruins","2","","","",""
"8","1957-04-02","New York Rangers","1","Montreal Canadiens","3","","","",""
"9","1957-04-04","Boston Bruins","4","Detroit Red Wings","3","","","",""
"10","1957-04-04","New York Rangers","3","Montreal Canadiens","4","OT","","",""
"11","1957-04-06","Boston Bruins","1","Montreal Canadiens","5","","","",""
"12","1957-04-09","Boston Bruins","0","Montreal Canadiens","1","","","",""
"13","1957-04-11","Montreal Canadiens","4","Boston Bruins","2","","","",""
"14","1957-04-14","Montreal Canadiens","0","Boston Bruins","2","","","",""
"15","1957-04-16","Boston Bruins","1","Montreal Canadiens","5","","","",""
