"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1958-03-25","Detroit Red Wings","1","Montreal Canadiens","8","","","",""
"2","1958-03-25","Boston Bruins","3","New York Rangers","5","","","",""
"3","1958-03-27","Detroit Red Wings","1","Montreal Canadiens","5","","","",""
"4","1958-03-27","Boston Bruins","4","New York Rangers","3","OT","","",""
"5","1958-03-29","New York Rangers","0","Boston Bruins","5","","","",""
"6","1958-03-30","Montreal Canadiens","2","Detroit Red Wings","1","OT","","",""
"7","1958-04-01","New York Rangers","5","Boston Bruins","2","","","",""
"8","1958-04-01","Montreal Canadiens","4","Detroit Red Wings","3","","","",""
"9","1958-04-03","New York Rangers","1","Boston Bruins","6","","","",""
"10","1958-04-05","New York Rangers","2","Boston Bruins","8","","","",""
"11","1958-04-08","Boston Bruins","1","Montreal Canadiens","2","","","",""
"12","1958-04-10","Boston Bruins","5","Montreal Canadiens","2","","","",""
"13","1958-04-13","Montreal Canadiens","3","Boston Bruins","0","","","",""
"14","1958-04-15","Montreal Canadiens","1","Boston Bruins","3","","","",""
"15","1958-04-17","Boston Bruins","2","Montreal Canadiens","3","OT","","",""
"16","1958-04-20","Montreal Canadiens","5","Boston Bruins","3","","","",""
