"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1972-10-11","Quebec Nordiques","0","Cleveland Crusaders","2","","","",""
"2","1972-10-11","Alberta Oilers","7","Ottawa Nationals","4","","","",""
"3","1972-10-12","Chicago Cougars","2","Houston Aeros","3","","","",""
"4","1972-10-12","Philadelphia Blazers","3","New England Whalers","4","","","",""
"5","1972-10-12","Winnipeg Jets","6","New York Raiders","4","","","",""
"6","1972-10-13","Houston Aeros","3","Los Angeles Sharks","2","","","",""
"7","1972-10-13","Winnipeg Jets","4","Minnesota Fighting Saints","3","","","",""
"8","1972-10-13","Alberta Oilers","0","Quebec Nordiques","6","","","",""
"9","1972-10-14","Alberta Oilers","2","Cleveland Crusaders","3","","","",""
"10","1972-10-14","Ottawa Nationals","6","New York Raiders","8","","","",""
"11","1972-10-15","Los Angeles Sharks","5","Houston Aeros","1","","","",""
"12","1972-10-15","Chicago Cougars","2","Minnesota Fighting Saints","3","","","",""
"13","1972-10-15","Philadelphia Blazers","0","New York Raiders","5","","","",""
"14","1972-10-15","Cleveland Crusaders","7","Ottawa Nationals","5","","","",""
"15","1972-10-15","Alberta Oilers","5","Winnipeg Jets","2","","","",""
"16","1972-10-16","Chicago Cougars","1","New England Whalers","4","","","",""
"17","1972-10-17","Winnipeg Jets","2","Alberta Oilers","3","OT","","",""
"18","1972-10-17","New York Raiders","3","Cleveland Crusaders","4","OT","","",""
"19","1972-10-17","Los Angeles Sharks","5","Minnesota Fighting Saints","1","","","",""
"20","1972-10-18","New England Whalers","4","Houston Aeros","1","","","",""
"21","1972-10-19","Minnesota Fighting Saints","1","Houston Aeros","5","","","",""
"22","1972-10-19","Philadelphia Blazers","2","Los Angeles Sharks","4","","","",""
"23","1972-10-19","Quebec Nordiques","4","New England Whalers","3","","","",""
"24","1972-10-19","Cleveland Crusaders","3","New York Raiders","1","","","",""
"25","1972-10-19","Chicago Cougars","2","Ottawa Nationals","6","","","",""
"26","1972-10-20","Philadelphia Blazers","1","Alberta Oilers","4","","","",""
"27","1972-10-20","Minnesota Fighting Saints","1","Winnipeg Jets","1","","","",""
"28","1972-10-21","Ottawa Nationals","5","Cleveland Crusaders","3","","","",""
"29","1972-10-21","Houston Aeros","2","New York Raiders","3","","","",""
"30","1972-10-21","New England Whalers","4","Quebec Nordiques","6","","","",""
"31","1972-10-22","Chicago Cougars","4","Los Angeles Sharks","2","","","",""
"32","1972-10-22","Minnesota Fighting Saints","5","New York Raiders","4","","","",""
"33","1972-10-22","Ottawa Nationals","3","Quebec Nordiques","2","","","",""
"34","1972-10-22","Philadelphia Blazers","3","Winnipeg Jets","6","","","",""
"35","1972-10-23","Minnesota Fighting Saints","1","New England Whalers","5","","","",""
"36","1972-10-24","Chicago Cougars","3","Alberta Oilers","3","","","",""
"37","1972-10-24","New England Whalers","3","Cleveland Crusaders","2","OT","","",""
"38","1972-10-24","Houston Aeros","3","Quebec Nordiques","5","","","",""
"39","1972-10-24","Philadelphia Blazers","3","Winnipeg Jets","5","","","",""
"40","1972-10-25","Ottawa Nationals","8","Los Angeles Sharks","5","","","",""
"41","1972-10-25","Cleveland Crusaders","8","Philadelphia Blazers","2","","","",""
"42","1972-10-26","Ottawa Nationals","3","Houston Aeros","7","","","",""
"43","1972-10-26","New England Whalers","6","New York Raiders","7","","","",""
"44","1972-10-26","Minnesota Fighting Saints","4","Quebec Nordiques","5","","","",""
"45","1972-10-27","Alberta Oilers","0","Cleveland Crusaders","6","","","",""
"46","1972-10-27","Los Angeles Sharks","4","Philadelphia Blazers","5","","","",""
"47","1972-10-27","Chicago Cougars","2","Winnipeg Jets","4","","","",""
"48","1972-10-28","Alberta Oilers","4","New England Whalers","1","","","",""
"49","1972-10-28","Los Angeles Sharks","4","New York Raiders","3","OT","","",""
