"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","1930-03-20","Boston Bruins","2","Montreal Maroons","1","3OT","","",""
"2","1930-03-20","New York Rangers","1","Ottawa Senators","1","","","",""
"3","1930-03-22","Boston Bruins","4","Montreal Maroons","2","","","",""
"4","1930-03-23","Montreal Canadiens","1","Chicago Black Hawks","0","","","",""
"5","1930-03-23","Ottawa Senators","2","New York Rangers","5","","","",""
"6","1930-03-25","Montreal Maroons","1","Boston Bruins","0","2OT","","",""
"7","1930-03-26","Chicago Black Hawks","2","Montreal Canadiens","2","3OT","","",""
"8","1930-03-27","Montreal Maroons","1","Boston Bruins","5","","","",""
"9","1930-03-28","New York Rangers","1","Montreal Canadiens","2","4OT","","",""
"10","1930-03-30","Montreal Canadiens","2","New York Rangers","0","","","",""
"11","1930-04-01","Montreal Canadiens","3","Boston Bruins","0","","","",""
"12","1930-04-03","Boston Bruins","3","Montreal Canadiens","4","","","",""
